year,week,region,rnc,nodeb,cnbap_capacity,vs_rrc_rej_rl_fail,cnbap_utilization,dlce_capacity,dlce_utilization,vs_rrc_rej_dlce_cong,vs_rab_failestabcs_dlce_cong,vs_rab_failestabps_dlce_cong,ulce_capacity,ulce_utilization,vs_rrc_rej_ulce_cong,vs_rab_failestabcs_ulce_cong,vs_rab_failestabps_ulce_cong
2017,6,NE,RNCRN01,URNLNV11,900,0,2.4,2304,4.1,,,,1536,13.48,,,
2017,6,CO,RNCMT02,UMTCBA45,700,0,5.22,2304,6.4,,,,2304,19.11,,,
2017,6,PRSC,RNCPR05,UPRSHA01,900,0,2.55,2304,4.03,,,,1536,17.88,,,
2017,6,PRSC,RNCPR04,UPRMLN01,900,0,1.67,2304,3.81,,,,1536,20.83,,,
2017,6,CO,RNCDF04,UDFGMA23,170,0,5.25,1536,2.69,,,,1536,8.79,,,
2017,6,PRSC,RNCPR05,UPRCSC01,100,0,2.37,768,1.27,,,,,,,,
2017,6,NE,RNCCE02,WCEPIC12,100,0,6.83,768,4.24,,,,576,18.87,,,
2017,6,PRSC,RNCPR01,UPRCCJ18,100,0,8.6,1024,3.23,,,,768,13.65,,,
2017,6,BASE,RNCBA04,UBAACI01,900,0,0.64,2304,0.66,,,,1536,4.18,,,
2017,6,NE,RNCPB01,UPBVAR05,100,0,7.79,768,4.33,,,,576,18.66,,,
2017,6,NE,RNCAL01,UALAIR02,170,0,5.09,1536,2.5,,,,1536,7.63,,,
2017,6,MG,RNCMG02,UMGNVL08,100,0,5.36,768,3.55,,,,576,18.35,,,
2017,6,ES,RNCES01,NS01ESCOL01,,0,0,,,,,,,,,,
2017,6,NE,RNCAL01,UALJUD01,580,0.2,1.56,1536,3.71,,,,,,,,
2017,6,MG,RNCMG07,UMGDIV01,170,0,6.14,1536,2.62,,,,1536,9.72,,,
2017,6,BASE,RNCBA05,NS01BACAJ26,,0,0,,,,,,,,,,
2017,6,NE,RNCAL01,UALCLI23,170,0,10.95,1536,4.66,,,,1536,12.89,,,
2017,6,MG,RNCMG02,NS01MGIBT06,,0,0,,,,,,,,,,
2017,6,MG,RNCMG01,NS01MGCNO18,,0,0,,,,,,,,,,
2017,6,NE,RNCAL01,UALPJO01,170,0,2.94,1536,1.99,,,,1536,6.81,,,
2017,6,NE,RNCPI02,UPITER62,170,0,19.76,1536,9.32,,,,1536,30.53,,,
2017,6,NE,RNCRN01,URNLNV03,100,0,9.05,768,6.13,,,,576,22.7,,,
2017,6,CO,RNCRO01,UROPVO29,1100,0,6.68,3072,11,,,,2048,48.38,,,
2017,6,PRSC,RNCPR05,UPRFOZ22,80,0,3.85,512,3.29,,,,384,15.08,,,
2017,6,BASE,RNCBA01,UBAUNA01,580,0,0.19,1536,0.45,,,,,,,,
2017,6,NE,RNCPE04,NS01PEBEZ05,,0,0,,,,,,,,,,
2017,6,CO,RNCGO05,UGOPPS02,900,0,2.44,2304,3.81,,,,1536,18.68,,,
2017,6,NE,RNCCE02,UCETRR01,900,9.4,0.66,2304,1.8,,,,1536,3.82,,,
2017,6,MG,RNCMG05,UMGIPU01,170,0,0.56,1536,0.25,,,,1536,0.83,,,
2017,6,MG,RNCMG02,UMGNVU01,170,0,3.14,1536,1.94,,,,1536,6.69,,,
2017,6,CO,RNCTO01,UTORCH01,700,0,1.46,1536,4.5,,,,1024,28.29,,,
2017,6,NE,RNCAL01,NS01ALUPS04,,0,0,,,,,,,,,,
2017,6,CO,RNCDF04,UDFSQN57,170,0,30.78,1536,14.23,,,,1536,42.01,,,
2017,6,CO,RNCDF04,UDFSQS19,170,0,6.9,1536,2.67,,,,1536,8.1,,,
2017,6,NE,RNCCE02,WCEPAR26,100,0,4.23,768,2.64,,,,,,,,
2017,6,MG,RNCMG04,UMGLJL01,170,0,2.09,1536,0.87,,,,,,,,
2017,6,PRSC,RNCSC02,USCBNUI8,170,0,2.09,1536,1.11,,,,1536,4.16,,,
2017,6,NE,RNCPE04,UPEEPH30,170,0,15.47,1536,8.07,,,,1536,22.39,,,
2017,6,NE,RNCPE04,WPEJBO03,100,0,9.49,768,5.68,,,,576,26,,,
2017,6,NE,RNCPE04,UPEPTA07,170,0,11.09,1536,6.94,,,,1536,21.44,,,
2017,6,PRSC,RNCPR02,NS01PRCSF19,,0,0,,,,,,,,,,
2017,6,MG,RNCMG04,UMGCTS02,170,0,22.19,1536,11.43,,,,1536,37.73,,,
2017,6,CO,RNCGO04,UGOGNAI3,100,0,8.92,1024,4.52,,,,768,21.45,,,
2017,6,MG,RNCMG04,UMGBBC12,170,0,31.24,1536,14.29,,,,1536,40.43,,,
2017,6,PRSC,RNCPR04,UPRASD01,900,0,0.22,2304,0.33,,,,1536,1.93,,,
2017,6,NE,RNCPE04,WPEJBO06,100,0,1.89,768,1.46,,,,576,3.37,,,
2017,6,BASE,RNCBA05,UBABRO02,170,0,15.43,1536,7.2,,,,,,,,
2017,6,PRSC,RNCSC01,USCCCO08,900,0,3.52,2304,4.59,,,,1536,19.9,,,
2017,6,PRSC,RNCPR01,UPRCSF31,100,0,13.68,768,5.47,,,,576,20.24,,,
2017,6,CO,RNCRO01,NS01ROAQS02,,351.8,0,,,,,,,,,,
2017,6,NE,RNCPI02,UPITER24,580,0,5.43,1536,9.18,,,,1536,31.26,,,
2017,6,NE,RNCCE02,UCECUC09,100,0,31.18,768,18.66,,,,576,45.3,,,
2017,6,NE,RNCAL01,UALCLI40,900,0,1.25,2304,2.43,,,,1536,11.47,,,
2017,6,MG,RNCMG02,UMGDSO01,170,0,0.67,1536,0.48,,,,1536,2.19,,,
2017,6,CO,RNCDF03,NS01GONGM02,,0,0,,,,,,,,,,
2017,6,BASE,RNCBA01,UBAVCT14,100,0,21.22,1024,7.9,,,,768,26.76,,,
2017,6,PRSC,RNCSC01,USCCBS01,170,0,16.24,1536,8.28,,,,1536,27.4,,,
2017,6,CO,RNCGO04,UGOGNA56,820,0,4.46,2304,7.09,,,,1792,25.09,,,
2017,6,NE,RNCCE02,UCEPAR15,170,0,6.28,1536,2.97,,,,1536,9.26,,,
2017,6,MG,RNCMG02,UMGCBR02,170,0,0.88,1536,0.44,,,,1536,1.84,,,
2017,6,MG,RNCMG03,UMGNAQ01,170,0,1.34,1152,0.83,,,,1152,3.81,,,
2017,6,NE,RNCPE04,UPEEPH12,170,0,8.95,1536,4.61,,,,1536,12.42,,,
2017,6,PRSC,RNCSC02,USCIDL01,170,0,15.36,1536,8.05,,,,1536,26.18,,,
2017,6,CO,RNCRO01,WROPVO23,580,0,5.77,1536,9.35,,,,1536,28.99,,,
2017,6,CO,RNCDF04,UDFSQN18,170,0,10.02,2304,2.8,,,,1792,10.6,,,
2017,6,CO,RNCDF03,WDFGMA02,940,0,3.62,3072,4.15,,,,2560,16.68,,,
2017,6,MG,RNCMG03,UMGMCL12,170,0,3.32,1536,1.86,,,,1536,6.13,,,
2017,6,PRSC,RNCPR03,UPRLDA34,100,0,0.8,768,0.47,,,,576,1.85,,,
2017,6,PRSC,RNCSC02,USCILO01,900,0,0.48,2304,0.8,,,,1536,5.07,,,
2017,6,NE,RNCPI02,UPITER64,170,0,34.4,1536,17.63,,,,1536,50.16,,,
2017,6,CO,RNCRO01,NS01ROJAW01,,116.4,0,,,,,,,,,,
2017,6,ES,RNCES01,NS01ESSOLR3,,0,0,,,,,,,,,,
2017,6,CO,RNCDF04,UDFSOB48,900,0,2.59,2304,3.98,,,,1536,17.58,,,
2017,6,NE,RNCAL01,UALCLR02,700,0,1.17,1536,2.57,,,,1024,11.54,,,
2017,6,MG,RNCMG05,NS01MGPOA01,,0,0,,,,,,,,,,
2017,6,NE,RNCCE02,WCEPAC04,80,0,19.65,512,14.18,,,,384,57.85,,,
2017,6,PRSC,RNCPR01,NS01PRCKG03,,0,0,,,,,,,,,,
2017,6,MG,RNCMG02,UMGSLG02,170,0,1.5,1536,0.65,,,,,,,,
2017,6,NE,RNCCE02,NS01CEJNER1,,0,0,,,,,,,,,,
2017,6,CO,RNCDF03,NS01GOFRM05,,0,0,,,,,,,,,,
2017,6,MG,RNCMG03,UMGMNH05,580,0,12.39,1536,14.16,,,,,,,,
2017,6,CO,RNCDF04,UDFSQS49,170,0,40.47,1536,15.05,,,,1536,38.61,,,
2017,6,PRSC,RNCSC01,USCCNI03,900,0,2.92,2304,5.08,,,,1536,26.86,,,
2017,6,MG,RNCMG06,UMGCFO01,120,0,1.97,768,1.46,,,,768,5.15,,,
2017,6,PRSC,RNCPR04,NS01PRUMR08,,0,0,,,,,,,,,,
2017,6,PRSC,RNCPR02,WPR0005S,,0,0,,,,,,,,,,
2017,6,NE,RNCRN01,NS01RNANO01,,0,0,,,,,,,,,,
2017,6,BASE,RNCBA01,UBAIBI01,170,0,23.99,1536,12.32,,,,1536,39.92,,,
2017,6,NE,RNCCE02,UCEPOY01,170,0,10.75,1536,7.49,,,,1536,25.28,,,
2017,6,BASE,RNCBA04,UBAETR01,120,249.4,10.3,768,7.13,,,,768,25.24,,,
2017,6,BASE,RNCBA05,UBACAB05,170,0,19.36,2304,6.52,,,,1536,29.99,,,
2017,6,PRSC,RNCPR03,UPRLDA24,100,0,6.01,768,3.35,,,,,,,,
2017,6,PRSC,RNCPR01,UPRCCE03,100,0,4.81,768,2.8,,,,576,11.1,,,
2017,6,CO,RNCDF04,UDFTAG11,100,3,47.27,768,19.73,,,,576,56.61,,,
2017,6,NE,RNCPE04,UPEOLD12,170,0,4.82,1536,3.18,,,,,,,,
2017,6,CO,RNCDF04,UDFSOB06,580,0,5.44,1536,9.01,,,,1536,23.22,,,
2017,6,CO,RNCMS03,UMSCPE0J,170,0,21.73,1536,12.56,,,,1536,41.54,,,
2017,6,ES,RNCES01,NS01ESANC02,,0,0,,,,,,,,,,
2017,6,NE,RNCPI02,UPIBIL01,900,0,2.52,2304,7.72,,,,1536,19.3,,,
2017,6,PRSC,RNCSC02,NS01SCBQE01,,0,0,,,,,,,,,,
2017,6,PRSC,RNCPR04,UPRPVA02,170,0,7.58,1536,4.07,,,,1536,12.83,,,
2017,6,PRSC,RNCSC01,NS01SCLGS06,,0,0,,,,,,,,,,
2017,6,NE,RNCCE02,UCEMDX01,170,0,3.16,1536,1.96,,,,1536,4.51,,,
2017,6,BASE,RNCBA04,UBAQXR01,700,0,1.71,1536,1.74,,,,,,,,
2017,6,BASE,RNCBA05,UBAAMA26,170,0,10.83,1920,4.39,,,,1408,19.41,,,
2017,6,PRSC,RNCSC01,USCFNS16,100,0,4.28,1024,1.32,,,,768,5.02,,,
2017,6,BASE,RNCBA04,UBAFSA20,170,0,23.21,1536,8.95,,,,1536,24.76,,,
2017,6,PRSC,RNCPR01,UPRCCJ15,100,0,14.2,1024,4.51,,,,768,20.29,,,
2017,6,PRSC,RNCPR01,UPRCCJ14,100,0,11.27,1024,4.38,,,,,,,,
2017,6,PRSC,RNCSC02,UPRCOW05,,0,0,,,,,,,,,,
2017,6,CO,RNCGO05,NS01GOJTI02,,0,0,,,,,,,,,,
2017,6,PRSC,RNCPR02,UPRPGO21,80,0,44.65,512,13.13,,,,384,39.85,,,
2017,6,NE,RNCPE04,UPEBOV39,900,0,1.2,2304,2.31,,,,1536,5.62,,,
2017,6,NE,RNCPE04,UPESDI01,520,0,1.61,1152,6.04,,,,1152,17.52,,,
2017,6,CO,RNCDF04,UDFTAG23,640,291.4,13.17,1920,15.43,,,,1920,46.35,,,
2017,6,CO,RNCDF04,UDFSQS95,170,0,8,1536,4.05,,,,1536,12.06,,,
2017,6,NE,RNCCE02,UCESOL05,820,0,2.75,2304,5.23,,,,1792,15.42,,,
2017,6,PRSC,RNCPR01,UPRCSF29,900,0,0.56,2304,0.81,,,,1536,3.69,,,
2017,6,MG,RNCMG03,UMGMCL31,80,0,0.04,512,0.04,,,,384,0.08,,,
2017,6,PRSC,RNCPR03,UPRLDA30,100,0,2.48,768,1.33,,,,576,6.2,,,
2017,6,CO,RNCDF04,NS01GOCDOR1,,0,0,,,,,,,,,,
2017,6,NE,RNCPE04,NS01PEGOI03,,0,0,,,,,,,,,,
2017,6,CO,RNCAC01,UACRBO10,170,0,42.42,1536,19.23,,,,1536,56.7,,,
2017,6,BASE,RNCBA01,UBAPGU05,100,0,3.7,1024,1.72,,,,768,9.14,,,
2017,6,NE,RNCCE02,NS01CETIG01,,0,0,,,,,,,,,,
2017,6,MG,RNCMG02,NS01MGMTL02,,0,0,,,,,,,,,,
2017,6,CO,RNCDF04,UDFTAG73,170,0,20.71,1536,10.1,,,,1536,28.86,,,
2017,6,CO,RNCDF04,WDFSQS87,80,0,13.3,512,10.07,,,,384,41.32,,,
2017,6,MG,RNCMG02,UMGOPR02,900,0,0.98,2304,2.1,,,,1536,11.47,,,
2017,6,NE,RNCPE04,UPEBOV06,100,0,10.74,768,6.32,,,,576,18.49,,,
2017,6,NE,RNCCE02,UCEBAEI1,900,0,0.59,2304,1.02,,,,1536,5.61,,,
2017,6,BASE,RNCBA05,UBAAMA07,100,0,11.79,1024,5.22,,,,768,23.74,,,
2017,6,MG,RNCMG07,UMGDIV27,100,0,4.3,768,2.6,,,,576,13.21,,,
2017,6,NE,RNCCE02,UCECID01,580,0,2.14,1536,5.62,,,,1536,20.62,,,
2017,6,CO,RNCAC01,UACEPT02,,0,0,,,,,,,,,,
2017,6,PRSC,RNCPR01,CPRADBI1,1100,0,0.01,3072,0.01,,,,2048,0.02,,,
2017,6,NE,RNCAL01,UALFAR13,170,0,9.72,1536,4.82,,,,1536,13.99,,,
2017,6,CO,RNCMT02,UMTVAZ09,940,0,7.46,3072,10.58,,,,2560,37.39,,,
2017,6,CO,RNCTO01,UTOTAQ02,580,86.8,17.66,1536,28.39,,,,1536,70.93,,,
2017,6,CO,RNCGO04,UGOGNA06,940,0,4.89,3072,6.13,,,,2560,23.31,,,
2017,6,CO,RNCMS03,NS01MSDOS06,,0,0,,,,,,,,,,
2017,6,NE,RNCCE02,UCEQXE01,900,0,1.16,2304,2.38,,,,1536,10.11,,,
2017,6,PRSC,RNCPR03,UPRLDA23,100,0,5.66,768,2.9,,,,576,12.05,,,
2017,6,BASE,RNCBA02,UBABHO01,700,0,1.46,1536,3.69,,,,,,,,
2017,6,CO,RNCTO01,UTOPOL01,700,0,1.18,1536,2.92,,,,1024,18.14,,,
2017,6,CO,RNCDF04,UDFSQN98,120,0,13.34,768,7.33,,,,768,21.29,,,
2017,6,CO,RNCGO04,UGOGNA2B,940,0,5.9,3072,9.09,,,,2560,34.73,,,
2017,6,PRSC,RNCPR01,UPRCCE39,100,0,12.22,1024,4.24,,,,768,19.34,,,
2017,6,PRSC,RNCSC01,USCFNS22,170,0,2.77,1536,1.1,,,,1536,4.53,,,
2017,6,NE,RNCPB01,UPBDES01,900,0,1.89,2304,4.24,,,,1536,20.11,,,
2017,6,PRSC,RNCPR02,UPRCDQ01,900,0,0.9,2304,1.49,,,,,,,,
2017,6,NE,RNCPE04,UPEBVT09,170,0,7.68,1536,3.22,,,,,,,,
2017,6,PRSC,RNCPR05,UPRSLI01,900,0,0.24,2304,0.45,,,,1536,2.45,,,
2017,6,CO,RNCMS03,UMSCPE77,170,0,35.55,2304,12.01,,,,2048,40.1,,,
2017,6,NE,RNCPI02,UPITER49,1020,0,5.55,3072,10.36,,,,2304,27.29,,,
2017,6,PRSC,RNCPR04,UPRMGA17,100,0,4.97,768,3.33,,,,576,13.16,,,
2017,6,CO,RNCGO04,UGOGNA61,940,0,7.73,3072,10.07,,,,2560,40.37,,,
2017,6,ES,RNCES01,WESVIT30,120,0,1.61,768,1.27,,,,768,3.7,,,
2017,6,CO,RNCGO05,UGOANS22,580,0,9.4,1536,15.06,,,,1536,41.54,,,
2017,6,BASE,RNCBA05,UBACAB18,170,0,8.06,1536,3.26,,,,1536,9.92,,,
2017,6,NE,RNCRN01,URNSMD01,900,0,1.6,2304,3.85,,,,1536,17.16,,,
2017,6,NE,RNCPB01,UPBAGG02,900,0,4.47,2304,12.99,,,,1536,59.78,,,
2017,6,PRSC,RNCPR05,UPRCSC28,80,0,7.61,512,5.03,,,,,,,,
2017,6,PRSC,RNCPR01,UPRCCE31,580,0,4.34,1536,4.64,,,,1536,15,,,
2017,6,CO,RNCDF02,UGOPBN03,900,0,0.47,2304,1.07,,,,1536,5.95,,,
2017,6,MG,RNCMG01,UMGCEN27,580,0,7.73,1536,11.43,,,,1536,37,,,
2017,6,MG,RNCMG06,UMGURA05,120,0,4.31,768,2.61,,,,,,,,
2017,6,PRSC,RNCSC01,USCCCO02,900,0,2.78,2304,4.49,,,,1536,21.87,,,
2017,6,MG,RNCMG02,NS01MGCON01,,0,0,,,,,,,,,,
2017,6,BASE,RNCBA01,UBACCE04,900,0,2.09,2304,3.97,,,,1536,15.78,,,
2017,6,CO,RNCTO01,UTOARN28,1100,0,3.58,3072,7.03,,,,2048,30.47,,,
2017,6,BASE,RNCBA04,UBASAJ03,170,0,31.71,1536,13.73,,,,1536,37.27,,,
2017,6,CO,RNCGO05,NS01GOMIH01,,0,0,,,,,,,,,,
2017,6,NE,RNCPE01,UPEFEN01,900,0,1.83,2304,6,,,,1536,29.77,,,
2017,6,PRSC,RNCSC02,USCJVE13,900,0,1.48,2304,2.96,,,,1536,15.71,,,
2017,6,MG,RNCMG02,UMGIPG08,170,0,2.04,1536,0.87,,,,1536,2.89,,,
2017,6,NE,RNCPE04,WPEJBO01,100,0,1.72,768,1.17,,,,,,,,
2017,6,NE,RNCRN01,URNPTG03,100,0,26.75,1024,10.55,,,,768,37.14,,,
2017,6,NE,RNCPB01,UPBCGE10,170,0,5.08,1536,2.31,,,,1536,6.83,,,
2017,6,NE,RNCPB01,UPBBEM01,900,24.4,0.56,2304,1.04,,,,1536,6.38,,,
2017,6,MG,RNCMG07,UMGPRM07,120,0,1.51,768,1.18,,,,768,4.69,,,
2017,6,BASE,RNCBA01,UBAEUS07,820,0,5.51,2304,7.57,,,,1792,27.15,,,
2017,6,CO,RNCGO04,UGOGNAA8,940,0,6.32,3072,8.18,,,,2560,32.01,,,
2017,6,NE,RNCPE04,NS01PEBJM01,,0,0,,,,,,,,,,
2017,6,CO,RNCDF04,UDFSQS24,170,0,18.64,1536,8.63,,,,1536,24.18,,,
2017,6,BASE,RNCBA02,UBANAZ01,170,0,21.75,1536,11.57,,,,1536,29.06,,,
2017,6,MG,RNCMG03,UMGPRP01,900,0,0.32,2304,0.79,,,,1536,3.66,,,
2017,6,MG,RNCMG02,UMGPAM04,580,0,2.38,1536,3.88,,,,1536,10.68,,,
2017,6,CO,RNCMT02,NS01MTSNO16,,0,0,,,,,,,,,,
2017,6,MG,RNCMG05,UMGING01,580,0,0.08,1536,0.16,,,,1536,0.59,,,
2017,6,CO,RNCRO01,UROJIP06,880,0,11.22,2688,18.34,,,,2176,70.87,,,
2017,6,MG,RNCMG02,UMGDCA12,100,0,10.62,768,5.71,,,,576,21.89,,,
2017,6,BASE,RNCBA05,NS01BAPGR03,,0,0,,,,,,,,,,
2017,6,BASE,RNCBA04,NS01BAPAF03,,689,0,,,,,,,,,,
2017,6,PRSC,RNCPR01,NS01PRATT02,,0,0,,,,,,,,,,
2017,6,MG,RNCMG03,UMGMCL03,,0,0,,,,,,,,,,
2017,6,CO,RNCGO05,UGOANS37,170,0,54.4,1536,23.45,,,,1536,59.33,,,
2017,6,NE,RNCPE04,NS01PECRUR4,,0,0,,,,,,,,,,
2017,6,PRSC,RNCSC01,NS01SCCUA12,,0,0,,,,,,,,,,
2017,6,NE,RNCPB01,UPBCRI06,170,0,12.34,1536,6.05,,,,1536,18.98,,,
2017,6,CO,RNCRO01,UROMTR01,580,0.2,3.99,1536,8.98,,,,1536,35.46,,,
2017,6,CO,RNCDF04,UDFSQSB5,940,0,1.25,3072,1.85,,,,2560,6.17,,,
2017,6,PRSC,RNCSC02,USCMFA01,170,0,18.31,1536,9.84,,,,1536,30.39,,,
2017,6,CO,RNCMT02,UMTCBA60,900,0,4.54,2304,7.18,,,,1536,29.62,,,
2017,6,MG,RNCMG01,UMGFTA06,170,0,5.9,1536,2.63,,,,1536,7.36,,,
2017,6,CO,RNCDF04,UDFGMA40,,0,0,,,,,,,,,,
2017,6,CO,RNCMT02,UMTVAZ12,900,0,7.53,2304,15.81,,,,1536,42.46,,,
2017,6,NE,RNCPI02,UPITER51,900,0,5.55,2304,9.64,,,,1536,24.1,,,
2017,6,BASE,RNCBA01,UBAVCT23,170,0,4.41,1536,1.86,,,,1536,5.75,,,
2017,6,BASE,RNCBA04,UBACOF03,170,0,19.15,1536,7.98,,,,1536,22.03,,,
2017,6,NE,RNCPB01,UPBGBI01,170,0,12.88,1280,8.85,,,,1280,28.19,,,
2017,6,PRSC,RNCSC02,NS01SCMSB01,,0,0,,,,,,,,,,
2017,6,PRSC,RNCPR01,UPRADBI1,1100,0,0.01,3072,0.02,,,,2048,0.12,,,
2017,6,MG,RNCMG02,UMGDCA05,900,0,1.36,2304,1.93,,,,1536,8.22,,,
2017,6,CO,RNCDF03,UDFGMA16,170,0,24.02,1536,11.96,,,,1536,33.25,,,
2017,6,ES,RNCES01,UESCAR08,170,0,1.18,1536,0.83,,,,1536,2.19,,,
2017,6,CO,RNCMS03,UMSCPE88,170,0,21.66,1536,10.45,,,,1536,31.58,,,
2017,6,CO,RNCTO01,WTOPMJ06,100,0,12.05,768,7.21,,,,576,30.99,,,
2017,6,CO,RNCDF03,UDFSOBR3,170,0,1.7,1536,1.03,,,,,,,,
2017,6,NE,RNCAL01,UALCAS14,170,0,11.34,1536,5.43,,,,1536,15.49,,,
2017,6,CO,RNCDF04,UDFSQSB8,170,0,10.88,1536,5.14,,,,1536,15.51,,,
2017,6,MG,RNCMG02,UMGCTG05,100,0,8.45,768,5.5,,,,,,,,
2017,6,NE,RNCPE04,WPECBOR7,100,0,2.88,768,2.06,,,,576,10.66,,,
2017,6,PRSC,RNCSC01,USCFNS27,170,0,12.01,1152,7.91,,,,1152,26.94,,,
2017,6,MG,RNCMG02,UMGBET08,170,0,5.84,1536,2.53,,,,1536,7.63,,,
2017,6,CO,RNCAC01,UACRBO20,900,0,5.61,2304,8.84,,,,1536,44.74,,,
2017,6,NE,RNCPB01,UPBUIN01,900,0,0.73,2304,1.81,,,,1536,8.95,,,
2017,6,PRSC,RNCPR04,NS01PRUMR10,,0,0,,,,,,,,,,
2017,6,MG,RNCMG01,UMGCJA09,170,0,6.35,1536,3.35,,,,1536,9.32,,,
2017,6,CO,RNCGO04,UGOGNAIA,170,0,9.87,1536,4.61,,,,1536,17.51,,,
2017,6,NE,RNCCE02,UCEPAR21,100,0,12.54,768,8.74,,,,576,34.88,,,
2017,6,BASE,RNCBA04,UBAECU01,900,0,0.32,2304,0.92,,,,1536,5.3,,,
2017,6,PRSC,RNCSC01,USCFNS19,170,0,6.19,1536,2.83,,,,1536,10.13,,,
2017,6,MG,RNCMG04,UMGSIJ01,580,0.2,3.5,1536,5.25,,,,1536,16.58,,,
2017,6,BASE,RNCBA05,UBABON20,900,0,1.76,2304,3.41,,,,1536,16.91,,,
2017,6,MG,RNCMG06,UMGMCR01,100,0,1.78,768,1.11,,,,576,6.17,,,
2017,6,CO,RNCMT02,UMTCBA31,880,0,4.91,2688,7.15,,,,2176,25.48,,,
2017,6,PRSC,RNCSC02,USCBNU07,900,0,2.45,2304,3.93,,,,1536,19.87,,,
2017,6,NE,RNCPE04,NS01PESZC12,,0,0,,,,,,,,,,
2017,6,NE,RNCCE02,UCEALD17,100,0.8,18.39,768,10.74,,,,576,40.43,,,
2017,6,MG,RNCMG01,UMGBEL06,170,0,13.48,1536,5.99,,,,1536,17.71,,,
2017,6,PRSC,RNCPR01,UPRCCEI2,900,0,1.89,2304,3.2,,,,1536,14.8,,,
2017,6,PRSC,RNCPR02,UPRSJP07,900,0,1.52,2304,2.72,,,,1536,9.1,,,
2017,6,MG,RNCMG01,UMGSAV04,100,0,8.46,768,5.13,,,,576,19.15,,,
2017,6,ES,RNCES01,NS01ESARZ02,,0,0,,,,,,,,,,
2017,6,CO,RNCDF04,UDFTAG90,940,0,3.45,3072,4.75,,,,2560,16.4,,,
2017,6,BASE,RNCBA05,UBACAB16,170,0,12.85,1536,5.65,,,,1536,17.59,,,
2017,6,CO,RNCMT02,NS01MTPCK03,,0,0,,,,,,,,,,
2017,6,BASE,RNCBA05,UBACAB04,170,0,6.14,1536,2.81,,,,1536,9.07,,,
2017,6,MG,RNCMG04,UMGSJR04,170,13.2,4.67,1536,2.44,,,,1536,9.1,,,
2017,6,PRSC,RNCPR02,UPRPNGR2,100,0,0.83,768,0.62,,,,576,2.92,,,
2017,6,PRSC,RNCPR05,UPRCSC09,100,0,4.08,768,2.19,,,,576,9.23,,,
2017,6,CO,RNCAC01,NS01ACCZU03,,0,0,,,,,,,,,,
2017,6,NE,RNCCE02,UCEMEU02,900,0,0.86,2304,2.44,,,,,,,,
2017,6,MG,RNCMG02,NS01MGMTL01,,0,0,,,,,,,,,,
2017,6,MG,RNCMG02,UMGSMR01,900,0,0.15,2304,0.3,,,,1536,1.53,,,
2017,6,NE,RNCPB01,UPBCGE07,100,0,12.29,768,7.74,,,,,,,,
2017,6,CO,RNCMT02,UMTAGI01,900,0,3.43,2304,6.83,,,,1536,36.73,,,
2017,6,NE,RNCPE04,UPESVF01,940,0,1.15,3072,2.06,,,,2560,3.41,,,
2017,6,CO,RNCMS03,UMSCPE12,170,225.2,36.55,1536,15.94,,,,1536,44.79,,,
