week,regional,rnc,cluster,cidade,cellname,count,covered_sites
34,CO,RNCGO05,GO-CATALAO,CATALÃO,32S01GOCTL0203,1,NS01GOCTL06
34,CO,RNCGO05,GO-CATALAO,CATALÃO,32S01GOCTL0403,1,NS01GOCTL01
34,CO,RNCGO05,GO-CATALAO,CATALÃO,32S01GOCTL0453,1,NS01GOCTL01
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0201,1,NS01GOFRM01
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0203,2,"NS01GOFRM03,NS01GOFRM11"
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0251,1,NS01GOFRM01
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0253,2,"NS01GOFRM03,NS01GOFRM11"
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0302,1,NS01GOFRM11
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM0303,1,NS01DFSOBR2
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM1003,1,NS01GOFRM01
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM1053,1,NS01GOFRM01
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM1102,1,NS01GOFRM02
34,CO,RNCDF03,GO-FORMOSA,FORMOSA,32S01GOFRM1152,1,NS01GOFRM02
34,CO,RNCGO05,GO-GNA_METRO,GOIANIRA,32S01GOGIN0302,2,"NS01GOGIN01,NS01GOGIN02"
34,CO,RNCGO05,GO-GNA_METRO,GOIANIRA,32S01GOGIN0352,2,"NS01GOGIN01,NS01GOGIN02"
34,CO,RNCGO04,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOGNA0F03,1,NS01GOGNA2M
34,CO,RNCGO04,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOGNA0F53,1,NS01GOGNA2M
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOGNA0U01,3,"UGOGNA2G,UGOGNAX2,UGOGNAX8"
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOGNA0U03,1,NS01GOTDA08
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOGNA0U51,3,"UGOGNA2G,UGOGNAX2,UGOGNAX8"
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOGNA0U53,1,NS01GOTDA08
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,32S01GOGNA2C01,2,"NS01GOTDA03,NS01GOTDA08"
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,32S01GOGNA2C03,1,UGOGNA1F
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,32S01GOGNA2C51,2,"NS01GOTDA03,NS01GOTDA08"
34,CO,RNCGO04,GO-GNA_TRINDADE,GOIÂNIA,32S01GOGNA2C53,1,UGOGNA1F
34,CO,RNCGO05,GO-SUL_GOIAS,GOIATUBA,32S01GOGTB0201,2,"NS01GOGTB01,NS01GOGTB05"
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0101,1,NS01GOIUB19
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0103,1,NS01GOIUB06
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0151,1,NS01GOIUB19
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0153,1,NS01GOIUB06
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0402,8,"NS01GOIUB02,NS01GOIUB03,NS01GOIUB05,NS01GOIUB10,NS01GOIUB11,NS01GOIUB12,NS01GOIUB14,NS01GOIUB83"
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0451,2,"NS01GOIUB06,NS01GOIUB19"
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0452,8,"NS01GOIUB02,NS01GOIUB03,NS01GOIUB05,NS01GOIUB10,NS01GOIUB11,NS01GOIUB12,NS01GOIUB14,NS01GOIUB83"
34,CO,RNCGO05,GO-ITUMBIARA,ITUMBIARA,32S01GOIUB0702,2,"NS01GOIUB03,NS01GOIUB06"
34,CO,RNCGO05,GO-NOROESTE_GOIAS,INHUMAS,32S01GOIUS0101,1,NS01GOIUS02
34,CO,RNCGO05,GO-NOROESTE_GOIAS,INHUMAS,32S01GOIUS0151,1,NS01GOIUS02
34,CO,RNCGO05,GO-NOROESTE_GOIAS,INHUMAS,32S01GOIUS0403,1,NS01GOIUS01
34,CO,RNCGO05,GO-JATAI,JATAÍ,32S01GOJTI0201,1,NS01GOJTI06
34,CO,RNCGO05,GO-JATAI,JATAÍ,32S01GOJTI0951,1,NS01GOJTI10
34,CO,RNCGO05,GO-SUDOESTE_GOIAS,MINEIROS,32S01GOMNI0201,1,NS01GOMNI01
34,CO,RNCGO05,GO-SUDOESTE_GOIAS,MINEIROS,32S01GOMNI0251,1,NS01GOMNI01
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,NOVO GAMA,32S01GONGM0201,1,NS01GONGM03
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,NOVO GAMA,32S01GONGM0202,1,NS01GONGM07
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,NOVO GAMA,32S01GONGM0203,1,NS01GONGM05
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,NOVO GAMA,32S01GONGM0252,1,NS01GONGM07
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,NOVO GAMA,32S01GONGM0253,1,NS01GONGM05
34,CO,RNCDF03,DF-BRASILIA-GAMA,NOVO GAMA,32S01GONGM0601,1,UDFGMA01
34,CO,RNCDF03,DF-BRASILIA-GAMA,NOVO GAMA,32S01GONGM0651,1,UDFGMA01
34,CO,RNCGO05,GO-CATALAO,OUVIDOR,32S01GOOUD0101,1,UGOCTL07
34,CO,RNCGO05,GO-CATALAO,OUVIDOR,32S01GOOUD0151,1,UGOCTL07
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0103,3,"NS01GOPWL03,NS01GOPWL10,UGOPWL04"
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0153,5,"NS01GOPWL03,NS01GOPWL06,NS01GOPWL10,UGOPWL04,UGOPWL11"
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0603,1,NS01GOPWL10
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0653,1,NS01GOPWL10
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0802,1,NS01GOPWL05
34,CO,RNCDF03,GO-PLANALTINA_DE_GOIAS,PLANALTINA,32S01GOPWL0852,1,NS01GOPWL05
34,CO,RNCGO05,GO-CALDAS_NOVAS,RIO QUENTE,32S01GORQT0101,1,UGORQT05
34,CO,RNCGO05,GO-CALDAS_NOVAS,RIO QUENTE,32S01GORQT0151,1,UGORQT05
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0153,1,NS01GOSAD04
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0401,1,NS01GOSAD01
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0403,1,NS01GOSAD05
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0451,1,NS01GOSAD01
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0453,1,NS01GOSAD05
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0502,1,NS01GOSAD04
34,CO,RNCDF03,GO-SANTO_ANTONIO_DO_DESCOBERTO,SANTO ANTÔNIO DO DESCOBERTO,32S01GOSAD0552,1,NS01GOSAD04
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0101,2,"NS01GOSCQ05,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0102,1,UGOSCQ09
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0152,1,UGOSCQ09
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0202,2,"NS01GOSCQ01,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0252,2,"NS01GOSCQ01,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0301,1,NS01GOSCQ10
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0351,1,NS01GOSCQ10
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0401,4,"NS01GOSCQ01,NS01GOSCQ05,UGOSCQ09,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0451,4,"NS01GOSCQ01,NS01GOSCQ05,UGOSCQ09,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0602,1,NS01GOSCQ02
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0603,2,"NS01GOSCQ07,NS01GOSCQ08"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0652,1,NS01GOSCQ02
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0653,5,"UGOACG14,UGOGNA0C,UGOGNA3Y,UGOGNA76,UGOGNAB7"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0653,2,"NS01GOSCQ07,NS01GOSCQ08"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0701,5,"UGOGNA0C,UGOGNA58,UGOGNA76,UGOGNA93,UGOGNAB7"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0751,1,UGOGNA93
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0752,8,"NS01GOSCQ01,NS01GOSCQ02,NS01GOSCQ03,NS01GOSCQ04,NS01GOSCQ05,NS01GOSCQ06,UGOSCQ09,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0801,7,"NS01GOSCQ01,NS01GOSCQ02,NS01GOSCQ03,NS01GOSCQ05,NS01GOSCQ06,NS01GOSCQ10,WGOSCQ01"
34,CO,RNCGO05,GO-GNA_SEN_CANEDO,SENADOR CANEDO,32S01GOSCQ0802,1,NS01GOSCQ07
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0102,1,UGOFIS01
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0103,1,NS01GOSLB04
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0152,1,UGOFIS01
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0153,1,NS01GOSLB04
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0401,1,NS01GOSLB02
34,CO,RNCGO05,GO-OESTE_GOIAS,SÃO LUÍS DE MONTES BELOS,32S01GOSLB0451,1,NS01GOSLB02
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0103,2,"NS01GOTDA12,UGOTDA14"
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0153,2,"NS01GOTDA12,UGOTDA14"
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0201,1,NS01GOGNA0U
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0203,1,NS01GOTDA08
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0251,1,NS01GOGNA0U
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0253,1,NS01GOTDA08
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0302,2,"NS01GOTDA06,UGOGNA38"
34,CO,RNCGO04,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0352,2,"NS01GOTDA06,UGOGNA38"
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0402,1,NS01GOTDA11
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0452,1,NS01GOTDA11
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0701,1,NS01GOTDA01
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA0751,1,NS01GOTDA01
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA1301,1,NS01GOTDA12
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA1302,1,NS01GOTDA11
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA1351,1,NS01GOTDA12
34,CO,RNCGO05,GO-GNA_TRINDADE,TRINDADE,32S01GOTDA1352,1,NS01GOTDA11
34,CO,RNCGO05,GO-NORTE_GOIAS,URUAÇU,32S01GOURC0102,1,NS01GOURC03
34,CO,RNCGO05,GO-NORTE_GOIAS,URUAÇU,32S01GOURC0152,1,NS01GOURC03
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1503,6,"NS01GONGM02,NS01GONGM03,NS01GONGM05,NS01GONGM07,UGOVPI04,UGOVPI05"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1553,6,"NS01GONGM02,NS01GONGM03,NS01GONGM05,NS01GONGM07,UGOVPI04,UGOVPI05"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1601,4,"UGOVPI02,UGOVPI09,UGOVPI12,UGOVPI13"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1602,11,"NS01GOCDO02,NS01GOCDO03,NS01GOCDO04,NS01GOCDO05,UGOLZA13,UGOLZA17,UGOVPI01,UGOVPI03,UGOVPI07,UGOVPI10,UGOVPI14"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1603,1,UGOVPI05
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1651,4,"UGOVPI02,UGOVPI09,UGOVPI12,UGOVPI13"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1652,11,"NS01GOCDO02,NS01GOCDO03,NS01GOCDO04,NS01GOCDO05,UGOLZA13,UGOLZA17,UGOVPI01,UGOVPI03,UGOVPI07,UGOVPI10,UGOVPI14"
34,CO,RNCDF03,GO-NOVO_GAMA_VALPARAISO,VALPARAÍSO DE GOIÁS,32S01GOVPI1653,1,UGOVPI05
34,CO,RNCMS03,MS-AQUIDAUNA_ANASTACIO,AQUIDAUANA,32S01MSAUA0402,1,NS01MSAUA01
34,CO,RNCMS03,MS-CORUMBA,CORUMBÁ,32S01MSCMA0201,2,"NS01MSCMA04,NS01MSCMA07"
34,CO,RNCMS03,MS-CORUMBA,CORUMBÁ,32S01MSCMA0203,1,NS01MSCMA10
34,CO,RNCMS03,MS-CORUMBA,CORUMBÁ,32S01MSCMA0551,1,NS01MSCMA10
34,CO,RNCMS03,MS-CORUMBA,CORUMBÁ,32S01MSCMA0752,1,NS01MSCMA02
34,CO,RNCMS03,MS-CORUMBA,CORUMBÁ,32S01MSCMA0753,1,NS01MSCMA03
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS0101,1,NS01MSDOS19
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS0102,1,NS01MSDOS21
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS0552,4,"NS01MSDOS01,NS01MSDOS02,NS01MSDOS11,NS01MSDOS21"
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS0703,1,NS01MSDOS21
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1103,1,NS01MSDOS03
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1301,2,"NS01MSDOS05,NS01MSDOS17"
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1351,3,"NS01MSDOS05,NS01MSDOS06,NS01MSDOS17"
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1352,2,"NS01MSDOS03,NS01MSDOS11"
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1952,2,"NS01MSDOS07,NS01MSDOS21"
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS1953,1,NS01MSDOS04
34,CO,RNCMS03,MS-DOURADOS,DOURADOS,32S01MSDOS2253,2,"NS01MSDOS05,NS01MSDOS17"
34,CO,RNCMS03,MS-TRES_LAGOAS,TRÊS LAGOAS,32S01MSTLS1802,3,"UMSTLS04,UMSTLS10,WMSTLS10"
34,CO,RNCMS03,MS-TRES_LAGOAS,TRÊS LAGOAS,32S01MSTLS1852,3,"UMSTLS04,UMSTLS10,WMSTLS10"
34,CO,RNCMT02,MT-NORTE,ALTA FLORESTA,32S01MTAFL0102,2,"NS01MTAFL03,UMTAFL07"
34,CO,RNCMT02,MT-NORTE,ALTA FLORESTA,32S01MTAFL0152,2,"NS01MTAFL03,UMTAFL07"
34,CO,RNCMT02,MT-NORTE,ALTA FLORESTA,32S01MTAFL0203,1,NS01MTAFL01
34,CO,RNCMT02,MT-NORTE,ALTA FLORESTA,32S01MTAFL0253,1,NS01MTAFL01
34,CO,RNCMT02,MT-BARRA_DO_GARCAS,BARRA DO GARÇAS,32S01MTBAG0252,1,UGOAGR02
34,CO,RNCMT02,MT-BARRA_DO_GARCAS,BARRA DO GARÇAS,32S01MTBAG0453,1,NS01MTBAG09
34,CO,RNCMT02,MT-BARRA_DO_GARCAS,BARRA DO GARÇAS,32S01MTBAG0902,2,"UGOAGR01,UGOAGR02"
34,CO,RNCMT02,MT-BARRA_DO_GARCAS,BARRA DO GARÇAS,32S01MTBAG0952,2,"UGOAGR01,UGOAGR02"
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0303,1,NS01MTCCS05
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0453,1,NS01MTCCS02
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0701,1,NS01MTCCS01
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0751,1,NS01MTCCS01
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0752,2,"NS01MTCCS03,NS01MTCCS06"
34,CO,RNCMT02,MT-CACERES,CÁCERES,32S01MTCCS0753,1,NS01MTCCS05
34,CO,RNCMT02,MT-SATELITE,JUÍNA,32S01MTJNA0103,1,NS01MTJNA02
34,CO,RNCMT02,MT-NOROESTE,LUCAS DO RIO VERDE,32S01MTLVR0102,1,NS01MTLVR02
34,CO,RNCMT02,MT-NOROESTE,LUCAS DO RIO VERDE,32S01MTLVR0302,1,NS01MTLVR05
34,CO,RNCMT02,MT-NOROESTE,PONTES E LACERDA,32S01MTPCK0101,2,"NS01MTPCK02,NS01MTPCK03"
34,CO,RNCMT02,MT-NOROESTE,PONTES E LACERDA,32S01MTPCK0151,2,"NS01MTPCK02,NS01MTPCK03"
34,CO,RNCMT02,MT-NORDESTE,PRIMAVERA DO LESTE,32S01MTPVT0103,1,NS01MTPVT03
34,CO,RNCMT02,MT-NORDESTE,PRIMAVERA DO LESTE,32S01MTPVT0202,1,NS01MTPVT01
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1551,1,WMTROI09
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1553,2,"NS01MTROI17,UMTROI12"
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1701,1,UMTROI08
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1702,1,NS01MTROI15
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1751,1,UMTROI08
34,CO,RNCMT02,MT-RONDONOPOLIS,RONDONÓPOLIS,32S01MTROI1752,1,NS01MTROI15
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO0602,1,NS01MTSNO12
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO0652,1,NS01MTSNO12
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO0701,1,NS01MTSNO18
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1001,2,"NS01MTSNO12,NS01MTSNO15"
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1202,1,NS01MTSNO15
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1203,1,NS01MTSNO06
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1503,1,NS01MTSNO01
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1553,3,"NS01MTSNO01,NS01MTSNO11,NS01MTSNO17"
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1601,1,NS01MTSNO03
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1651,4,"NS01MTSNO03,NS01MTSNO10,NS01MTSNO11,NS01MTSNO17"
34,CO,RNCMT02,MT-SINOP,SINOP,32S01MTSNO1852,1,NS01MTSNO07
34,CO,RNCMT02,MT-NOROESTE,SÃO JOSÉ DOS QUATRO MARCOS,32S01MTSQU0102,1,UMTMIS01
34,CO,RNCMT02,MT-NOROESTE,SÃO JOSÉ DOS QUATRO MARCOS,32S01MTSQU0152,1,UMTMIS01
34,CO,RNCMT02,MT-SINOP,SORRISO,32S01MTSSZ0103,1,NS01MTSSZ03
34,CO,RNCMT02,MT-SINOP,SORRISO,32S01MTSSZ0201,1,NS01MTSSZ04
34,CO,RNCMT02,MT-SINOP,SORRISO,32S01MTSSZ0403,1,NS01MTSSZ02
34,CO,RNCMT02,MT-SINOP,SORRISO,32S01MTSSZ0453,1,NS01MTSSZ02
34,CO,RNCMT02,MT-METRO_CUIABA,SANTO ANTÔNIO DO LEVERGER,32S01MTSVG0101,1,NS01MTSVG02
34,CO,RNCMT02,MT-METRO_CUIABA,SANTO ANTÔNIO DO LEVERGER,32S01MTSVG0151,1,NS01MTSVG02
34,CO,RNCMT02,MT-NOROESTE,TANGARÁ DA SERRA,32S01MTTGS0101,1,NS01MTTGS02
34,CO,RNCMT02,MT-NOROESTE,TANGARÁ DA SERRA,32S01MTTGS0202,1,NS01MTTGS02
34,CO,RNCMT02,MT-NOROESTE,TANGARÁ DA SERRA,32S01MTTGS0203,1,NS01MTTGS01
34,NE,RNCPB01,PB-BAYEUX,BAYEUX,32S01PBBEX0102,1,NS01PBBEX03
34,NE,RNCPB01,PB-BAYEUX,BAYEUX,32S01PBBEX0152,1,NS01PBBEX03
34,NE,RNCPB01,PB-BAYEUX,BAYEUX,32S01PBBEX0203,2,"NS01PBBEX01,NS01PBSRI04"
34,NE,RNCPB01,PB-BAYEUX,BAYEUX,32S01PBBEX0302,2,"UPBVAR12,WPBVAR12"
34,NE,RNCPB01,PB-BAYEUX,BAYEUX,32S01PBBEX0303,1,NS01PBBEX01
34,NE,RNCPB01,PB-CABEDELO,CABEDELO,32S01PBCBD0201,1,NS01PBCBD05
34,NE,RNCPB01,PB-CABEDELO,CABEDELO,32S01PBCBD0251,1,NS01PBCBD05
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,CAJAZEIRAS,32S01PBCZS0103,1,UPBCZS03
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,CAJAZEIRAS,32S01PBCZS0153,1,UPBCZS03
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,LOGRADOURO,32S01PBLOG0103,1,UPBCIX01
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,LOGRADOURO,32S01PBLOG0153,1,UPBCIX01
34,NE,RNCPB01,PB-MATA_PARAIBANA,MAMANGUAPE,32S01PBMME0101,2,"NS01PBMME03,UPBRTT01"
34,NE,RNCPB01,PB-MATA_PARAIBANA,MAMANGUAPE,32S01PBMME0151,1,NS01PBMME03
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0301,1,NS01PBPOS01
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0351,1,NS01PBPOS01
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0401,2,"NS01PBPOS01,NS01PBPOS05"
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0451,2,"NS01PBPOS01,NS01PBPOS05"
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0901,3,"NS01PBPOS01,NS01PBPOS04,NS01PBPOS05"
34,NE,RNCPB01,PB-SERTAO_PARAIBANO,PATOS,32S01PBPOS0951,3,"NS01PBPOS01,NS01PBPOS04,NS01PBPOS05"
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0101,11,"UPBCGE02,UPBCGE03,UPBCGE06,UPBCGE08,UPBCGE09,UPBCGE11,UPBCGE12,UPBCGE14,UPBCGE16,UPBCGE21,UPBCGE25"
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0103,1,NS01PBQUS02
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0151,11,"UPBCGE02,UPBCGE03,UPBCGE06,UPBCGE08,UPBCGE09,UPBCGE11,UPBCGE12,UPBCGE14,UPBCGE16,UPBCGE21,UPBCGE25"
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0153,1,NS01PBQUS02
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0201,2,"NS01PBQUS01,UPBQUS03"
34,NE,RNCPB01,PB-AGRESTE_PARAIBANO,QUEIMADAS,32S01PBQUS0251,2,"NS01PBQUS01,UPBQUS03"
34,NE,RNCPB01,PB-MATA_PARAIBANA,SAPÉ,32S01PBSPH0101,1,UPBSPH04
