baseline_date,datetime,id,node,element_id,mo,parameter,baseline,configured,mml,golden,status
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,60316,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60316,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,60317,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60317,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,60318,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60318,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,60319,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60319,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63860,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63860,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63861,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63861,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63862,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63862,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63863,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63863,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63864,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63864,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC01,63865,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=63865,PENALTYTIMERFORCMFAILCOV=0;{RNCSC01}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65006,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65006,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65007,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65007,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65008,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65008,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65009,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65009,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65010,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65010,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 04:53:58,baseline,RNCRO02,65011,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=65011,PENALTYTIMERFORCMFAILCOV=0;{RNCRO02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60955,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60955,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60956,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60956,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60957,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60957,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60958,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60958,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60959,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60959,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCSC02,60960,UCELLHOCOMM,PENALTYTIMERFORCMFAILCOV,0,10,"MOD UCELLHOCOMM:CELLID=60960,PENALTYTIMERFORCMFAILCOV=0;{RNCSC02}",f,NOK
2017-11-22,2017-11-07 06:00:14,baseline,RNCCE02,60339,UCELLINTERFREQHOCOV,cellid,RMV,60339,RMV UCELLINTERFREQHOCOV:CELLID=60339;{RNCCE02},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62621,UCELLINTERRATHOCOV,cellid,RMV,62621,RMV UCELLINTERRATHOCOV:CELLID=62621;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62622,UCELLINTERRATHOCOV,cellid,RMV,62622,RMV UCELLINTERRATHOCOV:CELLID=62622;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62623,UCELLINTERRATHOCOV,cellid,RMV,62623,RMV UCELLINTERRATHOCOV:CELLID=62623;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62624,UCELLINTERRATHOCOV,cellid,RMV,62624,RMV UCELLINTERRATHOCOV:CELLID=62624;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62625,UCELLINTERRATHOCOV,cellid,RMV,62625,RMV UCELLINTERRATHOCOV:CELLID=62625;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,62626,UCELLINTERRATHOCOV,cellid,RMV,62626,RMV UCELLINTERRATHOCOV:CELLID=62626;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61816,UCELLINTERRATHOCOV,cellid,RMV,61816,RMV UCELLINTERRATHOCOV:CELLID=61816;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61817,UCELLINTERRATHOCOV,cellid,RMV,61817,RMV UCELLINTERRATHOCOV:CELLID=61817;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61818,UCELLINTERRATHOCOV,cellid,RMV,61818,RMV UCELLINTERRATHOCOV:CELLID=61818;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61819,UCELLINTERRATHOCOV,cellid,RMV,61819,RMV UCELLINTERRATHOCOV:CELLID=61819;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61820,UCELLINTERRATHOCOV,cellid,RMV,61820,RMV UCELLINTERRATHOCOV:CELLID=61820;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:10,baseline,RNCBA05,61821,UCELLINTERRATHOCOV,cellid,RMV,61821,RMV UCELLINTERRATHOCOV:CELLID=61821;{RNCBA05},f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCTO02,64942,UCELLINTERRATHOCOV,cellid,RMV,64942,RMV UCELLINTERRATHOCOV:CELLID=64942;{RNCTO02},f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCTO02,64943,UCELLINTERRATHOCOV,cellid,RMV,64943,RMV UCELLINTERRATHOCOV:CELLID=64943;{RNCTO02},f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCTO02,64944,UCELLINTERRATHOCOV,cellid,RMV,64944,RMV UCELLINTERRATHOCOV:CELLID=64944;{RNCTO02},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61955,UCELLINTERRATHOCOV,cellid,RMV,61955,RMV UCELLINTERRATHOCOV:CELLID=61955;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61956,UCELLINTERRATHOCOV,cellid,RMV,61956,RMV UCELLINTERRATHOCOV:CELLID=61956;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61957,UCELLINTERRATHOCOV,cellid,RMV,61957,RMV UCELLINTERRATHOCOV:CELLID=61957;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61961,UCELLINTERRATHOCOV,cellid,RMV,61961,RMV UCELLINTERRATHOCOV:CELLID=61961;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61962,UCELLINTERRATHOCOV,cellid,RMV,61962,RMV UCELLINTERRATHOCOV:CELLID=61962;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61963,UCELLINTERRATHOCOV,cellid,RMV,61963,RMV UCELLINTERRATHOCOV:CELLID=61963;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61967,UCELLINTERRATHOCOV,cellid,RMV,61967,RMV UCELLINTERRATHOCOV:CELLID=61967;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61968,UCELLINTERRATHOCOV,cellid,RMV,61968,RMV UCELLINTERRATHOCOV:CELLID=61968;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61969,UCELLINTERRATHOCOV,cellid,RMV,61969,RMV UCELLINTERRATHOCOV:CELLID=61969;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61973,UCELLINTERRATHOCOV,cellid,RMV,61973,RMV UCELLINTERRATHOCOV:CELLID=61973;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61974,UCELLINTERRATHOCOV,cellid,RMV,61974,RMV UCELLINTERRATHOCOV:CELLID=61974;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61975,UCELLINTERRATHOCOV,cellid,RMV,61975,RMV UCELLINTERRATHOCOV:CELLID=61975;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61979,UCELLINTERRATHOCOV,cellid,RMV,61979,RMV UCELLINTERRATHOCOV:CELLID=61979;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61980,UCELLINTERRATHOCOV,cellid,RMV,61980,RMV UCELLINTERRATHOCOV:CELLID=61980;{RNCMS03},f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,61981,UCELLINTERRATHOCOV,cellid,RMV,61981,RMV UCELLINTERRATHOCOV:CELLID=61981;{RNCMS03},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60026,UCELLINTERRATHOCOV,cellid,RMV,60026,RMV UCELLINTERRATHOCOV:CELLID=60026;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60027,UCELLINTERRATHOCOV,cellid,RMV,60027,RMV UCELLINTERRATHOCOV:CELLID=60027;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60028,UCELLINTERRATHOCOV,cellid,RMV,60028,RMV UCELLINTERRATHOCOV:CELLID=60028;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60029,UCELLINTERRATHOCOV,cellid,RMV,60029,RMV UCELLINTERRATHOCOV:CELLID=60029;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60030,UCELLINTERRATHOCOV,cellid,RMV,60030,RMV UCELLINTERRATHOCOV:CELLID=60030;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60031,UCELLINTERRATHOCOV,cellid,RMV,60031,RMV UCELLINTERRATHOCOV:CELLID=60031;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60000,UCELLINTERRATHOCOV,cellid,RMV,60000,RMV UCELLINTERRATHOCOV:CELLID=60000;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60001,UCELLINTERRATHOCOV,cellid,RMV,60001,RMV UCELLINTERRATHOCOV:CELLID=60001;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60002,UCELLINTERRATHOCOV,cellid,RMV,60002,RMV UCELLINTERRATHOCOV:CELLID=60002;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60003,UCELLINTERRATHOCOV,cellid,RMV,60003,RMV UCELLINTERRATHOCOV:CELLID=60003;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60004,UCELLINTERRATHOCOV,cellid,RMV,60004,RMV UCELLINTERRATHOCOV:CELLID=60004;{RNCES01},f,NOK
2017-11-22,2017-11-22 07:00:09,baseline,RNCES01,60005,UCELLINTERRATHOCOV,cellid,RMV,60005,RMV UCELLINTERRATHOCOV:CELLID=60005;{RNCES01},f,NOK
2017-11-22,2017-11-22 06:10:24,baseline,RNCBA01,64668,UCELLINTERRATHOCOV,cellid,RMV,64668,RMV UCELLINTERRATHOCOV:CELLID=64668;{RNCBA01},f,NOK
2017-11-22,2017-11-22 06:10:24,baseline,RNCBA01,64669,UCELLINTERRATHOCOV,cellid,RMV,64669,RMV UCELLINTERRATHOCOV:CELLID=64669;{RNCBA01},f,NOK
2017-11-22,2017-11-22 06:10:24,baseline,RNCBA01,64670,UCELLINTERRATHOCOV,cellid,RMV,64670,RMV UCELLINTERRATHOCOV:CELLID=64670;{RNCBA01},f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62621,UCELLINTRAFREQHO,cellid,RMV,62621,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62621;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62622,UCELLINTRAFREQHO,cellid,RMV,62622,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62622;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62623,UCELLINTRAFREQHO,cellid,RMV,62623,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62623;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62624,UCELLINTRAFREQHO,cellid,RMV,62624,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62624;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62625,UCELLINTRAFREQHO,cellid,RMV,62625,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62625;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,62626,UCELLINTRAFREQHO,cellid,RMV,62626,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=62626;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61816,UCELLINTRAFREQHO,cellid,RMV,61816,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61816;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61817,UCELLINTRAFREQHO,cellid,RMV,61817,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61817;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61818,UCELLINTRAFREQHO,cellid,RMV,61818,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61818;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61819,UCELLINTRAFREQHO,cellid,RMV,61819,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61819;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61820,UCELLINTRAFREQHO,cellid,RMV,61820,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61820;{RNCBA05}",f,NOK
2017-11-22,2017-11-17 06:00:17,baseline,RNCBA05,61821,UCELLINTRAFREQHO,cellid,RMV,61821,"RMV UCELLINTRAFREQHO:RNCID=571,CELLID=61821;{RNCBA05}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64379,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64379,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64380,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64380,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64381,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64381,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64382,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64382,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64383,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64383,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:30:06,baseline,RNCMG08,64384,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=64384,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG08}",f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,62734,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62734,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMS03}",f,NOK
2017-11-22,2017-11-22 06:00:52,baseline,RNCMS03,62735,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62735,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMS03}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63430,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63430,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63431,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63431,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63432,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63432,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63433,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63433,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63434,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63434,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:03,baseline,RNCCE02,63435,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=63435,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCCE02}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56196,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56196,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56197,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56197,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56198,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56198,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56199,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56199,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56200,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56200,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:28,baseline,RNCPE04,56201,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=56201,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCPE04}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62134,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62134,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62135,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62135,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62136,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62136,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62137,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62137,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62138,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62138,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 06:00:09,baseline,RNCRN01,62139,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=62139,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCRN01}",f,NOK
2017-11-22,2017-11-22 07:00:27,baseline,RNCMG07,61161,UCELLLDR,DLLDRFIRSTACTION,AMRRateRed,CodeAdj,"MOD UCELLLDR:CELLID=61161,DLLDRFIRSTACTION=AMRRateRed,DLLDRSECONDACTION=InterFreqLDHO,DLLDRTHIRDACTION=BERateRed,DLLDRFOURTHACTION=CodeAdj;{RNCMG07}",f,NOK
