baseline_date,datetime,id,get_enodeb_name,element_id,mo,parameter,baseline,configured,mml,golden,status
2017-11-23,2017-11-22 21:10:52,enodeb_baseline,EROPVO40,1,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=1,FDDENTERDRXTHD=1000;{S01ROPVO40}",t,NOK
2017-11-23,2017-11-22 21:10:52,enodeb_baseline,EROPVO40,12,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=12,FDDENTERDRXTHD=1000;{S01ROPVO40}",t,NOK
2017-11-23,2017-11-22 21:10:52,enodeb_baseline,EROPVO40,13,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=13,FDDENTERDRXTHD=1000;{S01ROPVO40}",t,NOK
2017-11-23,2017-11-22 21:10:52,enodeb_baseline,EROPVO40,14,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=14,FDDENTERDRXTHD=1000;{S01ROPVO40}",t,NOK
2017-11-23,2017-11-22 21:10:52,enodeb_baseline,EROPVO40,2,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=2,FDDENTERDRXTHD=1000;{S01ROPVO40}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,0,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=0,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,1,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=1,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,2,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=2,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,4,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=4,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,5,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=5,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,ESCPAC19,6,CELLDRXPARA,FDDENTERDRXTHD,1000,300,"MOD CELLDRXPARA:LOCALCELLID=6,FDDENTERDRXTHD=1000;{S01SCPAC19}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EPEEPH25,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{EPEEPH25}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EPEEPH25,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{EPEEPH25}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EPEEPH25,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{EPEEPH25}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBAAMA45,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01BAAMA45}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACAB26,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01BACAB26}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-22 21:17:58,enodeb_baseline,EBACAB38,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01BACAB38}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACEN03,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01BACEN03}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACEN03,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01BACEN03}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACEN03,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01BACEN03}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,EBACEN03,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01BACEN03}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EBAITA20,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01BAITA20}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EBAITA20,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01BAITA20}",t,NOK
2017-11-23,2017-11-23 00:01:01,enodeb_baseline,EBAITA20,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01BAITA20}",t,NOK
2017-11-23,2017-11-22 21:56:04,enodeb_baseline,ECEMRT01,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01CEMRT01}",t,NOK
2017-11-23,2017-11-22 21:56:04,enodeb_baseline,ECEMRT01,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01CEMRT01}",t,NOK
2017-11-23,2017-11-22 21:56:04,enodeb_baseline,ECEMRT01,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01CEMRT01}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,ECEPBU02,9,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=9,FDDEXITDRXTHD=1000;{S01CEPBU02}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,ECEPBU02,8,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=8,FDDEXITDRXTHD=1000;{S01CEPBU02}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,ECEPBU02,10,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=10,FDDEXITDRXTHD=1000;{S01CEPBU02}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,12,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=12,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,13,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=13,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,14,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=14,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EGOGNA0G,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01GOGNA0G}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,9,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=9,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,8,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=8,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,10,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=10,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EPBCRI27,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01PBCRI27}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,10,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=10,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,8,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=8,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EPIOES04,9,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=9,FDDEXITDRXTHD=1000;{S01PIOES04}",t,NOK
2017-11-23,2017-11-22 21:05:08,enodeb_baseline,EPRCBLR1,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01PRCBLR1}",t,NOK
2017-11-23,2017-11-22 21:05:08,enodeb_baseline,EPRCBLR1,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01PRCBLR1}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:25:46,enodeb_baseline,EPRCSFD5,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01PRCSFD5}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EPRKGL01,4,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=4,FDDEXITDRXTHD=1000;{S01PRKGL01}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EPRKGL01,5,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=5,FDDEXITDRXTHD=1000;{S01PRKGL01}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EPRKGL01,6,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=6,FDDEXITDRXTHD=1000;{S01PRKGL01}",t,NOK
2017-11-23,2017-11-22 21:16:21,enodeb_baseline,ERNMCI04,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01RNMCI04}",t,NOK
2017-11-23,2017-11-22 21:16:21,enodeb_baseline,ERNMCI04,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01RNMCI04}",t,NOK
2017-11-23,2017-11-22 21:16:21,enodeb_baseline,ERNMCI04,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01RNMCI04}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,ERNSII04,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01RNSII04}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,ERNSII04,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01RNSII04}",t,NOK
2017-11-23,2017-11-23 00:01:00,enodeb_baseline,ERNSII04,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01RNSII04}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,0,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=0,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,1,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=1,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,10,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=10,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,12,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=12,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,13,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=13,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,14,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=14,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,2,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=2,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,8,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=8,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 21:11:23,enodeb_baseline,EROPVO32,9,CELLDRXPARA,FDDEXITDRXTHD,1000,800,"MOD CELLDRXPARA:LOCALCELLID=9,FDDEXITDRXTHD=1000;{S01ROPVO32}",t,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDENTERDRXTHDDL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDDL=300;{EDF0009S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDENTERDRXTHDDL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDDL=300;{EGO0014S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDENTERDRXTHDDL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDDL=300;{EMS0002S}",t,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDENTERDRXTHDUL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDUL=300;{EDF0009S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDENTERDRXTHDUL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDUL=300;{EGO0014S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDENTERDRXTHDUL,300,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDENTERDRXTHDUL=300;{EMS0002S}",t,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDEXITDRXTHDDL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDDL=800;{EDF0009S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDEXITDRXTHDDL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDDL=800;{EGO0014S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDEXITDRXTHDDL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDDL=800;{EMS0002S}",t,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDEXITDRXTHDUL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDUL=800;{EDF0009S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDEXITDRXTHDUL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDUL=800;{EGO0014S}",t,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDEXITDRXTHDUL,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDEXITDRXTHDUL=800;{EMS0002S}",t,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDPOWERSAVEMEASSWITCH,OFF,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVEMEASSWITCH=OFF;{EDF0009S}",f,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDPOWERSAVEMEASSWITCH,OFF,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVEMEASSWITCH=OFF;{EGO0014S}",f,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDPOWERSAVEMEASSWITCH,OFF,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVEMEASSWITCH=OFF;{EMS0002S}",f,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDPOWERSAVESTATTIMER,50,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVESTATTIMER=50;{EDF0009S}",f,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EGO0014S,0,CELLDRXPARA,TDDPOWERSAVESTATTIMER,50,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVESTATTIMER=50;{EGO0014S}",f,NOK
2017-11-23,2017-11-22 21:57:46,enodeb_baseline,EMS0002S,0,CELLDRXPARA,TDDPOWERSAVESTATTIMER,50,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVESTATTIMER=50;{EMS0002S}",f,NOK
2017-11-23,2017-11-22 22:01:29,enodeb_baseline,EDF0009S,0,CELLDRXPARA,TDDPOWERSAVINGENTERDRXTHD,800,,"MOD CELLDRXPARA:LOCALCELLID=0,TDDPOWERSAVINGENTERDRXTHD=800;{EDF0009S}",f,NOK
