baseline_date,datetime,id,get_enodeb_name,element_id,mo,parameter,baseline,configured,mml,golden,status
2017-11-23,2017-11-22 22:14:07,enodeb_baseline,EBAITAI1,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI1}",f,NOK
2017-11-23,2017-11-22 22:14:07,enodeb_baseline,EBAITAI1,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI1}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAITAI2,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI2}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAITAI2,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI2}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAITAI2,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI2}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAITAI4,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI4}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAITAI4,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI4}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAITAI4,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAITAI4}",f,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EBAJGA05,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BAJGA05}",f,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EBAJGA05,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BAJGA05}",f,NOK
2017-11-23,2017-11-22 21:07:43,enodeb_baseline,EBAJGA05,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BAJGA05}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS08,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS08}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS08,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS08}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS08,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS08}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBALFS23,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BALFS23}",f,NOK
2017-11-23,2017-11-22 21:06:39,enodeb_baseline,EBAMCU01,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAMCU01}",f,NOK
2017-11-23,2017-11-22 21:06:39,enodeb_baseline,EBAMCU01,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAMCU01}",f,NOK
2017-11-23,2017-11-22 21:06:39,enodeb_baseline,EBAMCU01,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAMCU01}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBAMJO02,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAMJO02}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBAMJO02,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAMJO02}",f,NOK
2017-11-23,2017-11-22 21:10:21,enodeb_baseline,EBAMJO02,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAMJO02}",f,NOK
2017-11-23,2017-11-22 21:11:47,enodeb_baseline,EBANVV06,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BANVV06}",f,NOK
2017-11-23,2017-11-22 21:11:47,enodeb_baseline,EBANVV06,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BANVV06}",f,NOK
2017-11-23,2017-11-22 21:11:47,enodeb_baseline,EBANVV06,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BANVV06}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR01,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR01}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR01,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR01}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR01,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR01}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR02,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR02}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR02,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR02}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR02,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR02}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR04,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR04}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR04,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR04}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR04,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR04}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR05,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR05}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR05,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR05}",f,NOK
2017-11-23,2017-11-22 21:22:28,enodeb_baseline,EBAPGR05,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR05}",f,NOK
2017-11-23,2017-11-22 22:05:43,enodeb_baseline,EBAPGR08,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR08}",f,NOK
2017-11-23,2017-11-22 22:05:43,enodeb_baseline,EBAPGR08,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR08}",f,NOK
2017-11-23,2017-11-22 22:05:43,enodeb_baseline,EBAPGR08,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR08}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR09,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR09}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR09,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR09}",f,NOK
2017-11-23,2017-11-22 21:22:24,enodeb_baseline,EBAPGR09,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BAPGR09}",f,NOK
2017-11-23,2017-11-22 21:09:47,enodeb_baseline,EBAPNY01,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BAPNY01}",f,NOK
2017-11-23,2017-11-22 21:09:47,enodeb_baseline,EBAPNY01,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BAPNY01}",f,NOK
2017-11-23,2017-11-22 21:09:47,enodeb_baseline,EBAPNY01,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BAPNY01}",f,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EBAQXR01,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BAQXR01}",f,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EBAQXR01,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BAQXR01}",f,NOK
2017-11-23,2017-11-22 21:11:26,enodeb_baseline,EBAQXR01,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BAQXR01}",f,NOK
2017-11-23,2017-11-22 21:49:03,enodeb_baseline,EBARIB02,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB02}",f,NOK
2017-11-23,2017-11-22 21:49:03,enodeb_baseline,EBARIB02,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB02}",f,NOK
2017-11-23,2017-11-22 21:49:03,enodeb_baseline,EBARIB02,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB02}",f,NOK
2017-11-23,2017-11-22 21:49:06,enodeb_baseline,EBARIB03,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB03}",f,NOK
2017-11-23,2017-11-22 21:49:06,enodeb_baseline,EBARIB03,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB03}",f,NOK
2017-11-23,2017-11-22 21:49:06,enodeb_baseline,EBARIB03,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BARIB03}",f,NOK
2017-11-23,2017-11-22 21:17:09,enodeb_baseline,EBASAJ02,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ02}",f,NOK
2017-11-23,2017-11-22 21:17:09,enodeb_baseline,EBASAJ02,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ02}",f,NOK
2017-11-23,2017-11-22 21:17:09,enodeb_baseline,EBASAJ02,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ02}",f,NOK
2017-11-23,2017-11-22 21:29:11,enodeb_baseline,EBASAJ04,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ04}",f,NOK
2017-11-23,2017-11-22 21:29:11,enodeb_baseline,EBASAJ04,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ04}",f,NOK
2017-11-23,2017-11-22 21:29:11,enodeb_baseline,EBASAJ04,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ04}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ05,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ05}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ05,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ05}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ05,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ05}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ06,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ06}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ06,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ06}",f,NOK
2017-11-23,2017-11-22 21:44:04,enodeb_baseline,EBASAJ06,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ06}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:16:29,enodeb_baseline,EBASAJ08,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ08}",f,NOK
2017-11-23,2017-11-22 21:27:37,enodeb_baseline,EBASAJ09,0,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=0,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ09}",f,NOK
2017-11-23,2017-11-22 21:27:37,enodeb_baseline,EBASAJ09,1,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=1,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ09}",f,NOK
2017-11-23,2017-11-22 21:27:37,enodeb_baseline,EBASAJ09,2,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=2,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ09}",f,NOK
2017-11-23,2017-11-22 21:28:33,enodeb_baseline,EBASAJ11,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ11}",f,NOK
2017-11-23,2017-11-22 21:28:33,enodeb_baseline,EBASAJ11,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ11}",f,NOK
2017-11-23,2017-11-22 21:28:33,enodeb_baseline,EBASAJ11,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BASAJ11}",f,NOK
2017-11-23,2017-11-22 21:49:24,enodeb_baseline,EBASES04,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BASES04}",f,NOK
2017-11-23,2017-11-22 21:49:24,enodeb_baseline,EBASES04,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BASES04}",f,NOK
2017-11-23,2017-11-22 21:49:24,enodeb_baseline,EBASES04,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BASES04}",f,NOK
2017-11-23,2017-11-22 21:14:28,enodeb_baseline,EBASSP01,4,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=4,HOAPERIODICCQICFGSWITCH=ON;{S01BASSP01}",f,NOK
2017-11-23,2017-11-22 21:14:28,enodeb_baseline,EBASSP01,5,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=5,HOAPERIODICCQICFGSWITCH=ON;{S01BASSP01}",f,NOK
2017-11-23,2017-11-22 21:14:28,enodeb_baseline,EBASSP01,6,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=6,HOAPERIODICCQICFGSWITCH=ON;{S01BASSP01}",f,NOK
2017-11-23,2017-11-22 21:17:07,enodeb_baseline,EBASUJ01,10,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=10,HOAPERIODICCQICFGSWITCH=ON;{S01BASUJ01}",f,NOK
2017-11-23,2017-11-22 21:17:07,enodeb_baseline,EBASUJ01,9,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=9,HOAPERIODICCQICFGSWITCH=ON;{S01BASUJ01}",f,NOK
2017-11-23,2017-11-22 21:17:07,enodeb_baseline,EBASUJ01,8,CELLCQIADAPTIVECFG,HOAPERIODICCQICFGSWITCH,ON,OFF,"MOD CELLCQIADAPTIVECFG:LOCALCELLID=8,HOAPERIODICCQICFGSWITCH=ON;{S01BASUJ01}",f,NOK
