"week";"cellname";"REGIONAL";"count";"covered_sites"
14;"UGOGNA72C";"CO";6;"UGOGNA0Z,UGOGNA17,UGOGNA1N,UGOGNA66,UGOGNA83,UGOGNAA6"
9;"UPITER29A";"NE";2;"UPITER13,UPITER72"
9;"UCEJNE05B";"NE";1;"UCEJNE15"
12;"UGOGNA1PJ";"CO";3;"UGOGNA32,UGOGNA93,UGOGNAB0"
14;"UMSCPE70C";"CO";1;"UMSCPE96"
14;"URNALC01O";"NE";2;"URNALC04,URNALC08"
11;"UGOGNAB1K";"CO";5;"UGOGNA3M,UGOGNA52,UGOGNA57,UGOGNAB2,WGOGNA52"
9;"UCECUC10J";"NE";4;"UCEBAE02,UCEBAE12,UCEBAE14,UCECUC08"
13;"UDFCOW02J";"CO";24;"UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQN26,UDFSQN41,UDFSQN54,UDFSQN92,UDFSQNI2,UDFSQNI3,UDFSQNI8,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS62,UDFSQSI3,UDFSQSI4,UDFSQSI7,UDFSQSIC,UDFSQSID,UDFSQSIE,UDFSQSIH,WDFSQN92"
6;"UGOSCQ06N";"CO";3;"UGOSCQ01,UGOSCQ02,WGOSCQ01"
14;"UDFGMA42A";"CO";6;"UDFGMA04,UDFGMA14,UDFTAG18,UDFTAG34,WDFGMA14,WDFTAG34"
8;"UMGCTG301";"MG";1;"UMGCTG27"
7;"UMGSDU022";"MG";1;"UMGSDU01"
7;"UPEGVT09I";"NE";3;"UPEGVT05,UPEGVT08,UPEGVT11"
10;"USCFNS28C";"PRSC";1;"USCFNS25"
13;"UMGARX10J";"MG";1;"UMGARX09"
13;"UMTCBA07J";"CO";6;"UMTCBA05,UMTCBA22,UMTCBA60,UMTCBA78,UMTCBA85,WMTCBA05"
7;"UPRCCE61B";"PRSC";14;"UPRCCE17,UPRCCE24,UPRCCE25,UPRCCE28,UPRCCE29,UPRCCE30,UPRCCE35,UPRCCE44,UPRCCE48,UPRCCE50,UPRCCEI2,UPRCCEI4,UPRCOW07,UPRCSF16"
6;"UCESOL05J";"NE";5;"UCESOL01,UCESOL04,UCESOL14,UCESOL20,UCESOL21"
9;"UDFTAG05K";"CO";3;"UDFTAG27,UDFTAG48,UDFTAG88"
11;"UGOSHG02F";"CO";1;"UGOSHG04"
6;"UMGCTG020";"MG";1;"UMGCTGI3"
6;"UMGOPR01N";"MG";1;"UMGMRN02"
7;"UMGPAS04J";"MG";1;"UMGPAS03"
13;"UPRUMR06A";"PRSC";1;"UPRUMRR1"
6;"UMGCNS012";"MG";1;"UMGCNS02"
6;"UMGCTG072";"MG";1;"UMGCTG06"
11;"UPEPOB01G";"NE";1;"UPEPOB02"
8;"UBAMJOR2A";"BASE";1;"UBAMJOR7"
11;"URNPNG08C";"NE";3;"URNPNG03,URNPNG12,URNPNG13"
10;"UBAEUS05B";"BASE";1;"UBAEUS08"
9;"UCEMES02E";"NE";1;"UCEAER14"
6;"UMGCTG26I";"MG";1;"UMGCTG27"
8;"UESCAR112";"ES";2;"UESCAR01,UESCAR33"
8;"UCEAER10G";"NE";1;"UCEAER11"
12;"URNALC01N";"NE";4;"URNLNV02,URNLNV04,URNLNV24,URNLNVI2"
12;"UTOTAQ01G";"CO";1;"UTOTAQ11"
13;"UMSCPE0IG";"CO";1;"UMSCPE16"
13;"UMTCBA48M";"CO";4;"UMTCBA09,UMTCBA39,UMTCBA54,UMTCBAI2"
13;"UPRCCE13B";"PRSC";7;"UPRCCE05,UPRCCE09,UPRCCE10,UPRCCE33,UPRCCE64,UPRCCJ13,UPRCCJ34"
10;"UMGMCH011";"MG";1;"UMGMCH02"
9;"UROJIP05B";"CO";1;"UROJIP10"
7;"UDFSQS68N";"CO";5;"UDFSQS0Q,UDFSQS35,UDFSQS65,UDFSQS81,UDFSQSIF"
11;"UMGBET190";"MG";5;"UMGBET04,UMGBET22,UMGCTG20,UMGCTG29,UMGCTG36"
8;"UBACAB13A";"BASE";2;"UBACAB02,UBACAB28"
12;"UMGURA231";"MG";1;"UMGURA26"
10;"UMTVAZ17M";"CO";1;"UMTVAZ23"
10;"UCEPJS12F";"NE";1;"UCEPJS03"
11;"UMGBET45N";"MG";2;"UMGBET11,UMGBET15"
10;"UDFSOB48I";"CO";7;"UDFSOB09,UDFSOB12,UDFSOB27,UDFSOB31,UDFSOB35,UDFSOB46,WDFSOB46"
8;"UPRGTU10E";"PRSC";1;"UPRGTU01"
11;"UMGCTG37K";"MG";2;"UMGCTG31,UMGCTGI4"
8;"UGOGNA97K";"CO";1;"UGOGNA0I"
12;"UGOGNA1PB";"CO";2;"UGOGNA32,UGOGNAB0"
6;"UBAILH12B";"BASE";2;"UBAILH05,UBAILH14"
10;"UMSCPE78E";"CO";1;"UMSCPE60"
8;"UPRLDA45C";"PRSC";1;"UPRLDA20"
14;"UESCITR11";"ES";7;"UESCIT01,UESCIT02,UESCIT06,UESCIT08,UESCIT12,UESCIT13,UESCIT16"
7;"UMTVAZ38C";"CO";1;"UMTVAZ32"
12;"UDFSQSB2B";"CO";1;"UDFSQN18"
12;"UMSCPE29K";"CO";2;"UMSCPE75,WMSCPE75"
12;"UPECRU35C";"NE";4;"UPECRU03,UPECRU14,UPECRU19,UPECRU29"
7;"UCEAER02K";"NE";1;"UCEAER11"
12;"UGOGNAA6F";"CO";2;"UGOGNA28,UGOGNA65"
9;"UPRTBGR1E";"PRSC";1;"UPRTBGR2"
8;"UDFGMAR1I";"CO";6;"UDFGMA30,UDFTAG50,UDFTAG70,UDFTAG90,UDFTAGA1,UDFTAGA9"
12;"UMGOLI021";"MG";1;"UMGOLI01"
7;"UMGPAM30J";"MG";12;"CMGPAMI6,KMGPAMI6,UMGCOW31,UMGOUP04,UMGPAM07,UMGPAM28,UMGPAM34,UMGPAMI2,UMGPAMI3,UMGPAMI6,VMGPAMI6,WMGPAMI6"
7;"UPEARR03C";"NE";1;"UPEARR01"
8;"UPRIOR01C";"PRSC";1;"UPRIOR02"
12;"UMGRBN082";"MG";3;"UMGRBN06,UMGRBN09,UMGRBN10"
6;"WRNPTB03N";"NE";8;"URNPNG03,URNPNG05,URNPNG07,URNPNG11,URNPNG13,URNPTB04,URNPTB05,WRNPTB05"
13;"UDFSQS0TK";"CO";5;"UDFSQS03,UDFSQS04,UDFSQS41,UDFSQS77,UDFSQS98"
8;"UDFTAG30J";"CO";1;"UDFTAG16"
6;"UMTVAZ11N";"CO";1;"UMTVAZ12"
6;"UBASAO02A";"BASE";2;"UBAFSA15,UBAFSA31"
13;"UCEESB05A";"NE";1;"UCEMES03"
13;"UMGRBN081";"MG";1;"UMGPLA07"
9;"UPEGVT05N";"NE";4;"UPEGVT02,UPEGVT07,UPEGVT09,UPEGVT11"
12;"UPITER77I";"NE";1;"UPITER22"
7;"UPRPGO06C";"PRSC";2;"UPRPGO07,UPRPGO22"
7;"UGOGNA3SA";"CO";6;"UGOGNA0A,UGOGNA23,UGOGNA34,UGOGNA91,UGOGNAA9,UGOGNAC1"
8;"UMGPLA090";"MG";1;"UMGVSP03"
11;"UBACOW08C";"BASE";9;"UBAAMA02,UBAAMA08,UBAAMA37,UBAAMA43,UBAAMAI1,UBAAMAI5,UBABRO03,UBABRO08,UBACOW07"
9;"UMSCPE50F";"CO";1;"UMSCPE08"
8;"UPITER12A";"NE";1;"UPITER55"
9;"UCEMCW03G";"NE";1;"UCEMCW06"
14;"UTOARN09F";"CO";1;"UTOARN28"
9;"UDFSQS0TO";"CO";38;"UDFGMA08,UDFGMA09,UDFGMA14,UDFGMA23,UDFGMA25,UDFGMA38,UDFGMA42,UDFGMA46,UDFGMA81,UDFGMA82,UDFSQS03,UDFSQS04,UDFSQS06,UDFSQS0A,UDFSQS0D,UDFSQS0F,UDFSQS0P,UDFSQS10,UDFSQS11,UDFSQS37,UDFSQS41,UDFSQS42,UDFSQS43,UDFSQS51,UDFSQS54,UDFSQS61,UDFSQS63,UDFSQS73,UDFSQS77,UDFSQS78,UDFSQS85,UDFSQS98,UDFSQSB1,UDFSQSB5,UDFSQSI2,UDFSQSX2,UDFSQSX4,WDFGMA14"
6;"UESVVE042";"ES";7;"UESVVE03,UESVVE08,UESVVE12,UESVVE21,UESVVE22,UESVVE24,UESVVEI1"
8;"UDFSQS89F";"CO";7;"UDFSQS29,UDFSQS32,UDFSQS57,UDFSQS84,UDFSQS97,UDFSQSI6,WDFSQS97"
10;"UGOGNA0OF";"CO";1;"UGOGNA40"
14;"UGOACG18I";"CO";1;"UGOACG06"
12;"UGOTDA02O";"CO";2;"UGOTDA03,UGOTDA08"
11;"UALCLI09C";"NE";2;"UALCLI02,UALCLI23"
6;"USCAQI01C";"PRSC";1;"USCJVE26"
13;"UMGULA39K";"MG";2;"UMGULA38,UMGULAI1"
10;"UMGITA01J";"MG";2;"UMGITA02,UMGITA03"
11;"UDFTAGA4I";"CO";1;"UDFTAG30"
13;"UGOGNAD1E";"CO";1;"UGOGNAD7"
8;"UGOANS41A";"CO";3;"UGOANS04,UGOANS22,UGOANS25"
8;"UGOCLV06M";"CO";1;"UGOCLV03"
9;"UGOJTI01B";"CO";1;"UGOJTI06"
10;"URNMRO06C";"NE";1;"URNMRO17"
7;"UCEIOP01G";"NE";1;"UCEIOP02"
9;"WGOGNA42N";"CO";6;"UGOGNA1E,UGOGNA1L,UGOGNA24,UGOGNA63,UGOGNAB8,UGOGNAI1"
14;"URNPNG01C";"NE";2;"URNPNG12,URNPNG13"
6;"USCIMA01C";"PRSC";1;"USCIMA03"
14;"UROPVOA5C";"CO";3;"UROPVO07,UROPVO59,UROPVO68"
14;"UDFSQS71K";"CO";24;"UDFSQS0C,UDFSQS0M,UDFSQS17,UDFSQSD3,UDFTAG02,UDFTAG08,UDFTAG11,UDFTAG13,UDFTAG14,UDFTAG20,UDFTAG23,UDFTAG30,UDFTAG31,UDFTAG40,UDFTAG41,UDFTAG51,UDFTAG55,UDFTAG68,UDFTAG92,UDFTAGI1,UDFTAGR1,WDFTAG11,WDFTAG40,WDFTAG92"
8;"UPEIPS27C";"NE";1;"UPEIPS03"
13;"UROPVO46C";"CO";1;"UROPVO08"
13;"UDFSQS68O";"CO";11;"UDFGMA19,UDFSQS0H,UDFSQS0L,UDFTAG10,UDFTAG16,UDFTAG31,UDFTAG39,UDFTAG59,UDFTAG80,UDFTAG87,WDFTAG39"
8;"UMGULA312";"MG";1;"UMGULA30"
8;"UBAALG01J";"BASE";1;"UBAALG03"
12;"UMGMNH07M";"MG";1;"UMGMNH16"
9;"UPBSDZ01J";"NE";1;"UPBDES01"
7;"USCBNU01B";"PRSC";2;"USCBNU06,USCBNUI1"
14;"URNMRO03F";"NE";1;"URNMRO12"
10;"UALFAR12B";"NE";9;"UALFAR01,UALFAR02,UALFAR03,UALFAR22,UALFAR23,UALFAR25,UALFAR27,UALFAR38,UALFAR52"
11;"UPIPNA03F";"NE";1;"UPIPNA11"
9;"UGOANS31C";"CO";2;"UGOANS11,WGOANS11"
13;"UROCWL03F";"CO";2;"UROCWL04,UROCWL05"
13;"UDFPADR3C";"CO";1;"UDFPADR5"
10;"UCEIOP01O";"NE";1;"UCEIOP02"
7;"UPEOUI03I";"NE";1;"UPEOUI02"
8;"UGOANS03E";"CO";1;"UGOANS17"
11;"UPEOLD03I";"NE";3;"UPEPUI04,UPEPUI11,UPEPUI15"
10;"UPIFLO02N";"NE";1;"UPIFLO12"
13;"UDFSQN30B";"CO";3;"UDFSQN06,UDFSQN09,WDFSQN09"
9;"UALMHD03B";"NE";43;"UALCAS01,UALCAS06,UALCAS08,UALCAS13,UALCAS18,UALCASI1,UALCLI07,UALFAR01,UALFAR02,UALFAR03,UALFAR04,UALFAR05,UALFAR06,UALFAR07,UALFAR08,UALFAR09,UALFAR10,UALFAR11,UALFAR12,UALFAR13,UALFAR14,UALFAR15,UALFAR16,UALFAR17,UALFAR18,UALFAR19,UALFAR20,UALFAR21,UALFAR22,UALFAR23,UALFAR24,UALFAR25,UALFAR27,UALFAR28,UALFAR36,UALFAR38,UALFAR40,UALFAR47,UALFAR52,UALFARI1,WALCAS10,WALFAR04,WALFAR06"
11;"UMGJZF21O";"MG";1;"UMGJZF27"
9;"UMGULA42I";"MG";2;"UMGULA07,UMGULA40"
13;"UPECOW09G";"NE";15;"UPECOW06,UPECOW24,UPECOW25,UPECOW27,UPECOW28,UPEEPH06,UPEEPH12,UPEEPH16,UPEEPH34,UPEEPHI3,UPEMDL05,UPEMDL07,UPEMDL11,UPEMDL16,WPEEPH06"
9;"UMTVAZ29C";"CO";2;"UMTVAZ14,UMTVAZ32"
7;"UPEJBO25B";"NE";1;"UPEJBO24"
11;"USCFNSR6A";"PRSC";1;"USCFNS28"
6;"UDFSQS0BF";"CO";5;"UDFSQS26,UDFSQSA2,UDFSQSA3,UDFSQSD0,WDFSQS26"
13;"UMGSLG06I";"MG";1;"UMGSLG08"
8;"UMGRBN011";"MG";1;"UMGRBN02"
9;"UPRCSF09B";"PRSC";3;"UPRCSF11,UPRCSF12,UPRCSFI1"
7;"UMGULA420";"MG";2;"UMGULA07,UMGULA40"
11;"UMSCPE0RO";"CO";1;"UMSCPE29"
11;"UMGSLZ081";"MG";2;"UMGSLZ03,UMGSLZ12"
8;"USCFNS28A";"PRSC";1;"USCFNS27"
9;"UMTCBA78C";"CO";7;"CMTCBAI4,KMTCBAI4,UMTCBA06,UMTCBA07,UMTCBAA9,UMTCBAI4,WMTCBAI4"
6;"UPENDT05A";"NE";1;"UPENDT02"
14;"UMGIBT05N";"MG";1;"UMGIBT04"
7;"UPIPNA12B";"NE";2;"UPIPNA03,UPIPNA11"
9;"UMGPRM070";"MG";1;"UMGPRM08"
11;"UMTLVR05A";"CO";1;"UMTLVR03"
13;"UPITER59W";"NE";2;"UPITER40,UPITER94"
11;"UPEVCI02I";"NE";1;"UPEAIN04"
12;"UPRMGA20G";"PRSC";6;"UPRMGA02,UPRMGA04,UPRMGA16,UPRMGA23,UPRMGA25,UPRMGAI9"
9;"UMGALF011";"MG";1;"UMGALF02"
13;"UPRRLA02K";"PRSC";1;"UPRRLA03"
12;"URNLNV08U";"NE";5;"URNLNV01,URNLNV10,URNPTR02,URNPTR15,WRNLNV10"
13;"UMGFTA13I";"MG";2;"UMGCNO03,UMGSBR05"
9;"UPECGB03G";"NE";2;"UPECGB02,UPECGB10"
6;"USCFNS71A";"PRSC";1;"USCFNS18"
10;"UDFGMA04F";"CO";2;"UDFGMA14,WDFGMA14"
13;"UDFSQS0PM";"CO";4;"UDFSQS11,UDFSQS63,UDFSQS85,UDFSQSI2"
13;"UGOGNA08C";"CO";1;"UGOGNA0U"
7;"UMTCBAB9E";"CO";1;"UMTCBA97"
12;"UMGPOA102";"MG";1;"UMGPOA05"
13;"UGOGNA98A";"CO";1;"UGOGNA0M"
7;"UMGPAM280";"MG";10;"UMGPAM07,UMGPAM08,UMGPAM27,UMGPAM30,UMGPAM34,UMGPLA02,UMGPLA04,UMGPLA05,UMGPLA10,UMGPLAI2"
8;"UGOACG46O";"CO";2;"UGOGNA92,WGOGNA92"
6;"UDFSQN57N";"CO";2;"UDFPADR5,UDFSQN79"
9;"UMGOUP060";"MG";1;"UMGPAM01"
13;"UMTVAZ14M";"CO";4;"UMTCBA03,UMTCBA51,UMTCBA73,UMTCBA83"
6;"UGOGNA22F";"CO";4;"UGOGNA0M,UGOGNA37,UGOGNA3A,UGOGNAIA"
12;"UGOPWL08N";"CO";2;"UGOPWL05,UGOPWL07"
14;"UMGCRT021";"MG";1;"UMGCRT03"
7;"UMGMNH07N";"MG";2;"UMGMNH01,UMGMNH16"
7;"UGOIUS04C";"CO";1;"UGOIUS01"
9;"UPEEPH01O";"NE";3;"UPEEPH11,UPEEPH17,UPEEPH25"
14;"UCEAER02E";"NE";2;"UCEAER08,UCEAER10"
8;"UGOGNA2MK";"CO";2;"UGOGNA0T,UGOGNA40"
14;"UMGPAM300";"MG";1;"UMGPAM08"
6;"UGOALS08A";"CO";1;"UGOALS21"
7;"URNPTG19C";"NE";2;"URNPTG04,WRNPTG04"
6;"UPRSJP17G";"PRSC";1;"UPRCCJ24"
8;"UGOALX01G";"CO";1;"UGOALXR1"
12;"UGORVD18F";"CO";1;"UGORVD07"
7;"UPECOW27J";"NE";11;"UPEBVT01,UPEBVT16,UPEBVT17,UPEBVT18,UPECOW06,UPECOW09,UPECOW21,UPECOW24,UPECOW25,UPECOW28,UPEEPHI3"
9;"UBACISR1C";"BASE";1;"UBACIS04"
7;"UPITER75G";"NE";1;"UPITER20"
13;"UDFGMA81C";"CO";4;"UDFGMA04,UDFGMA08,UDFGMA25,UDFGMA34"
7;"UPIATS01A";"NE";1;"UPIATS02"
14;"UPIPCZ05I";"NE";1;"UPIPCZ03"
14;"USCBNU36B";"PRSC";1;"USCBNU21"
7;"UPECGB03C";"NE";2;"UPECGB02,UPECGB10"
9;"USCBCU06G";"PRSC";7;"USCBCU02,USCBCU03,USCBCU04,USCBCU07,USCBCU12,USCBCU13,USCBCU14"
13;"UBAVCT01I";"BASE";3;"UBAVCT04,UBAVCT12,UBAVCT14"
12;"UGOCLV07K";"CO";3;"UGOCLV02,UGOCLV16,WGOCLV02"
6;"UPESZC02K";"NE";1;"UPESZC11"
11;"UPRPGO14E";"PRSC";2;"UPRPGO18,UPRPGO29"
8;"WDFSOB06N";"CO";6;"UDFSOB05,UDFSOB31,UDFSOB35,UDFSOB46,UDFSOB48,WDFSOB46"
9;"UMGPPA020";"MG";1;"UMGPPA01"
7;"UALCAS09C";"NE";3;"UALCLI05,UALCLI07,UALCLI15"
13;"UBACARR6J";"BASE";1;"UBASMFR1"
8;"UPIPNA12F";"NE";2;"UPIPNA03,UPIPNA11"
13;"UMGCOW35K";"MG";16;"UMGBRT01,UMGCEN04,UMGCEN07,UMGCEN09,UMGCEN10,UMGCEN15,UMGCEN24,UMGCENI2,UMGCOW34,UMGCOW37,UMGSAV01,UMGSAV08,UMGSAV09,UMGSAV16,UMGSAV17,UMGSAVI2"
14;"URNJOA04K";"NE";1;"URNJOA02"
10;"UGOSCQ06C";"CO";10;"UGOACG14,UGOGNA0C,UGOGNA33,UGOGNA3Y,UGOGNA76,UGOGNA88,UGOGNAB7,UGOSCQ07,UGOSCQ08,WGOGNA33"
10;"UGOGNA3SM";"CO";2;"UGOGNA0A,UGOGNAA9"
12;"UGOANS30E";"CO";2;"UGOANS20,UGOANS63"
12;"UDFTAG03C";"CO";2;"UDFTAG06,UDFTAG0D"
12;"UCECUC07A";"NE";1;"UCECUC17"
10;"URNLNV05J";"NE";1;"URNLNV14"
11;"UDFSQSD3C";"CO";30;"UDFTAG02,UDFTAG03,UDFTAG10,UDFTAG11,UDFTAG13,UDFTAG14,UDFTAG16,UDFTAG19,UDFTAG20,UDFTAG22,UDFTAG30,UDFTAG31,UDFTAG35,UDFTAG36,UDFTAG39,UDFTAG41,UDFTAG55,UDFTAG56,UDFTAG59,UDFTAG68,UDFTAG80,UDFTAG85,UDFTAG87,UDFTAGA4,UDFTAGA5,UDFTAGI1,UDFTAGI2,WDFTAG11,WDFTAG22,WDFTAG39"
12;"UESSER251";"ES";2;"UESSER10,UESSER27"
11;"UMSCPE31O";"CO";1;"UMSCPE61"
8;"UGOIUB04C";"CO";2;"UGOIUB09,UGOIUB15"
9;"UMGPOA05K";"MG";1;"UMGPOA10"
14;"UGOPPS04C";"CO";1;"UGOPPS03"
10;"UGOANS26K";"CO";2;"UGOANS07,UGOANS12"
11;"UPEPTA08C";"NE";2;"UPEPTA03,UPEPTA06"
11;"UPITER12K";"NE";1;"UPITER94"
14;"UPRPVAR1K";"PRSC";2;"UPRPVA01,UPRPVA02"
13;"UDFTAG33K";"CO";1;"UDFTAG74"
9;"UMTROI01F";"CO";1;"UMTROI13"
6;"UDFSQS65B";"CO";1;"UDFSQS30"
12;"UMGVSPR1I";"MG";1;"UMGVSP07"
13;"UDFGMA22I";"CO";2;"UDFTAG29,WDFTAG29"
13;"UESCAR032";"ES";7;"UESCAR12,UESCAR23,UESVVE05,UESVVE14,UESVVE16,UESVVE27,WESVVE05"
8;"UMGURA131";"MG";1;"UMGURA14"
14;"UGOGNA86I";"CO";2;"UGOGNA2D,UGOGNA35"
14;"UPITER18N";"NE";6;"UPITER01,UPITER15,UPITER32,UPITER43,UPITER58,UPITERI1"
14;"UESVVE26I";"ES";1;"UESVVE14"
6;"UMGJZF20O";"MG";1;"UMGJZF41"
12;"UDFGMA81A";"CO";1;"UDFGMA09"
7;"UGOGNA58M";"CO";2;"UGOGNA32,UGOGNAB0"
11;"UPRCNE03K";"PRSC";2;"UPRCNE01,UPRCNE04"
12;"UGOLZA05B";"CO";1;"UGOLZA08"
10;"UMGLGS02K";"MG";1;"UMGCONR2"
9;"UDFTAG18I";"CO";4;"UDFTAG03,UDFTAG22,UDFTAG36,WDFTAG22"
10;"UBAVCT15C";"BASE";1;"UBAVCT25"
12;"UMTVAZ29K";"CO";2;"UMTVAZ14,UMTVAZ32"
13;"UPBVAR11F";"NE";4;"UPBTAB23,UPBVAR10,WPBTAB23,WPBVAR10"
11;"UDFCOW07A";"CO";29;"UDFCOW02,UDFCOW06,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQN01,UDFSQN02,UDFSQN03,UDFSQN04,UDFSQN06,UDFSQN0H,UDFSQN10,UDFSQN12,UDFSQN16,UDFSQN19,UDFSQN22,UDFSQN25,UDFSQN28,UDFSQN33,UDFSQN40,UDFSQN42,UDFSQN43,UDFSQN44,UDFSQN45,UDFSQN46,UDFSQN47,UDFSQNI2,UDFSQNI7,WDFSQN04"
10;"UMGIPG030";"MG";1;"UMGIPG10"
9;"UCEGCA01C";"NE";1;"UCESBN01"
13;"UDFSQS0CO";"CO";9;"UDFSQS0L,UDFSQSD3,UDFTAG10,UDFTAG11,UDFTAG31,UDFTAG51,UDFTAG92,WDFTAG11,WDFTAG92"
7;"UMGSLG10M";"MG";1;"UMGSLG08"
8;"UMGURA08K";"MG";1;"UMGURA07"
12;"UDFTAG62G";"CO";5;"UDFGMA30,UDFTAG70,UDFTAG90,UDFTAGA1,UDFTAGA9"
11;"UGONGM02O";"CO";1;"UGONGM05"
14;"UPEPUI15G";"NE";3;"UPENDT02,UPENDT16,WPENDT16"
13;"UMGBRT141";"MG";2;"UMGBRT20,UMGBRT22"
6;"URNPNG05M";"NE";2;"URNLNV05,URNLNV14"
9;"UCEACA03F";"NE";1;"UCEACA02"
8;"UDFSQS0PE";"CO";3;"UDFSQS11,UDFSQS63,UDFSQSI2"
7;"UDFTAG62I";"CO";2;"UDFTAG69,UDFTAG93"
8;"UGORVD06A";"CO";2;"UGORVD17,UGORVD34"
12;"UMGURA051";"MG";2;"UMGURA07,UMGURA12"
12;"UPECGB01B";"NE";10;"UPEABU01,UPEABU02,UPEABU03,UPENDT16,UPEPUI02,UPEPUI07,UPEPUI13,UPEPUI15,UPEPUI20,WPENDT16"
6;"UDFSQS50A";"CO";1;"UDFSQS14"
13;"UMGIPG06I";"MG";2;"UMGIPG02,UMGIPG05"
10;"UPRCAB01B";"PRSC";1;"UPRCAB03"
14;"UROJAW04O";"CO";1;"UROJAW03"
7;"UMGBRT140";"MG";2;"UMGBRT08,UMGBRT16"
6;"UPEBVT06G";"NE";6;"UPEBVT01,UPEBVT05,UPEBVT09,UPEBVT16,UPEBVT17,UPEBVT21"
13;"UGOGNA0PJ";"CO";1;"UGOGNA55"
13;"UPESTN03A";"NE";1;"UPESTN02"
14;"UPIPNA14A";"NE";1;"UPIPNA08"
6;"UPRCSC12C";"PRSC";1;"UPRCSC11"
10;"UMGUBA04J";"MG";1;"UMGUBA02"
6;"UPEOUI02B";"NE";1;"UPEOUI04"
12;"URNMCI09K";"NE";1;"URNMCI01"
8;"UDFSOB14F";"CO";2;"UDFSOB24,UDFSOB26"
11;"UCEIAU02A";"NE";1;"UCEIAU03"
10;"UDFSQS63K";"CO";5;"UDFGMA08,UDFGMA14,UDFGMA25,UDFGMA38,WDFGMA14"
6;"UGOGNA2CE";"CO";4;"UGOGNA0U,UGOTDA02,UGOTDA03,UGOTDA08"
10;"UPETIU02F";"NE";1;"UPETIU04"
14;"UPICPO02F";"NE";1;"UPICPO01"
10;"UPEGVT08B";"NE";1;"UPEGVT11"
9;"UMGJZF170";"MG";1;"UMGJZF18"
9;"UPRCLG05B";"PRSC";1;"UPRCLG01"
11;"UPRCSF08F";"PRSC";2;"UPRCSF11,UPRCSFID"
10;"UPEAAB01J";"NE";1;"UPEAAB02"
13;"UMGCTG312";"MG";2;"UMGCTG11,UMGCTGI4"
11;"UPENDT10F";"NE";4;"UPEEPH01,UPEEPH11,UPENDT13,UPEOLD01"
8;"URNPNG05C";"NE";1;"URNPNG11"
14;"UROJIP92C";"CO";1;"UROJIP05"
9;"UCEALD18O";"NE";6;"UCEALD02,UCEALD07,UCEALD08,UCEALD09,UCEALD16,UCEALD27"
14;"UPBTAB01A";"NE";2;"UPBTAB20,WPBTAB20"
14;"UPRSJP11E";"PRSC";1;"UPRSJP17"
7;"UMGDCA05J";"MG";3;"UMGBRT02,UMGBRT06,UMGBRT24"
9;"UPBCRI26B";"NE";1;"UPBCRI03"
9;"UROAQS01A";"CO";1;"UROAQS02"
8;"UPEPTA05C";"NE";4;"UPEPTA02,UPEPTA03,UPEPTA04,UPEPTA06"
10;"UGOANS26N";"CO";1;"UGOANS58"
8;"UPEGUS01G";"NE";3;"UPEGUS02,WPEGUS02,WPEGUS06"
12;"UPEMDL14C";"NE";3;"UPEMDL01,UPEMDL08,WPEMDL01"
14;"UGOIUB09A";"CO";1;"UGOIUB16"
8;"USCFNS45A";"PRSC";19;"USCFNS01,USCFNS02,USCFNS03,USCFNS06,USCFNS07,USCFNS09,USCFNS12,USCFNS14,USCFNS17,USCFNS18,USCFNS20,USCFNS29,USCFNS49,USCFNS52,USCFNS71,USCFNSI2,USCFNSI3,USCFNSS1,USCFNSS2"
9;"UCEPAR23I";"NE";1;"UCEPIC02"
11;"UPBLGC01G";"NE";1;"UPBCGE10"
13;"UCEJNER1A";"NE";10;"UCEJNE01,UCEJNE02,UCEJNE03,UCEJNE08,UCEJNE09,UCEJNE10,UCEJNE11,UCEJNE19,UCEJNE25,WCEJNE19"
11;"UDFSQN30J";"CO";3;"UDFSQN09,UDFSQN98,WDFSQN09"
9;"UGOGNA94E";"CO";2;"UGOGNA27,UGOGNA2S"
13;"UGOGNA1PC";"CO";1;"UGOGNA30"
7;"UBAPGU06G";"BASE";1;"UBAPGU02"
10;"UTOPMJ05F";"CO";2;"UTOPMJ04,UTOPMJ14"
9;"UESCAR072";"ES";2;"UESCAR08,UESCAR15"
12;"UPECOW06A";"NE";26;"UPECOW09,UPECOW24,UPECOW25,UPECOW27,UPECOW28,UPEEPH01,UPEEPH02,UPEEPH03,UPEEPH11,UPEEPH13,UPEEPH17,UPEEPH25,UPEEPHI3,UPENDT08,UPENDT10,UPENDT13,UPEOLD01,UPEOLD02,UPEOLD04,UPEOLD06,UPEOLD08,UPEOLD10,UPEOLD11,UPEOLD15,UPEOLD17,UPEOLD28"
8;"UBAGUA01A";"BASE";1;"UBAGNB02"
6;"UCEAER04J";"NE";1;"UCECEN06"
10;"UDFCOW08F";"CO";24;"UDFCOW02,UDFCOW06,UDFCOW07,UDFCOW09,UDFCOWCC,UDFSQN26,UDFSQN41,UDFSQN54,UDFSQN92,UDFSQNI2,UDFSQNI3,UDFSQNI8,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS62,UDFSQSI3,UDFSQSI4,UDFSQSI7,UDFSQSIC,UDFSQSID,UDFSQSIE,UDFSQSIH,WDFSQN92"
13;"UGOMNI02I";"CO";1;"UGOMNI01"
